id,law_id,title,description,geography_iso,sector,legislation_type,visibility_status,frameworks,document_types,keywords,natural_hazards
8470,8470,Strategy for the National Climate Change Management Policy until 2050,"The National Strategy for the National Climate Change Management Policy is drafted according to Articles 3 and 4 of the Law of the Republic of Lithuania on Financial Instruments for Climate Change Management (Official Gazette, No 87-3662, 2009). The Strategy implements the EU Climate Change and Energy Package. The overall vision of the Strategy is that ""by 2050, Lithuania will have ensured adaptation of the sectors of the domestic economy to environmental changes caused by climate change and climate change mitigation (reduction of GHG emissions), developed competitive low-carbon economy, implemented eco- innovative technology, achieved energy generation and consumption efficiency and use of renewable energy sources in all sectors of the domestic economy(...)"".

The purpose of the Strategy is to develop and implement the Lithuanian climate change management policy and set short-term (by 2020), indicative medium-term (by 2030 and 2040) and long-term (by 2050) climate change mitigation and adaptation goals and objectives. These targets are detailed for several sectors, including land use, forestry, agriculture, energy, transport and industry.",LTU,"Agriculture,Economy-wide,Energy,Industry,LULUCF,Transportation",Executive,published,"mitigation, adaptation",Strategy,"Adaptation, Carbon Pricing, Energy Demand, Energy Supply, Institutions / Administrative arrangements, REDD+ and LULUCF, Research and development, Transportation",""
8565,8565,National Mitigation Plan,"The Department of Communications, Climate Action and Environment published the National Mitigation Plan in July 2017. The ""whole-of-Government"" Plan aims at setting Ireland on a decarbonisation pathway to 2050. The Plan further includes 100 actions for various Ministers and public bodies to implement its strategy. The Government recognises that this document does not constitute a ""complete roadmap"" to achieve the 2050 decarbonisation objective, but develops a medium to long term action.

The document outlines the emissions profiles, policy frameworks and strategies to achieve climate change mitigation at the national level, and in each of the following sectors: 1) electricity generation, 2) the built environment, 3) transport, and 4) agriculture, forestry and land use. It further quantifies costs and emissions reductions potentials.",IRL,"Agriculture,LULUCF,Transportation",Executive,published,"mitigation, adaptation",Plan,"Energy Demand, Energy Supply, REDD+ and LULUCF, Research and development, Transportation",""
4423,4423,National Climate Change Adaptation Strategy for Sri Lanka 2011 to 2016,"This document outlines Sri Lanka's National Climate Change Adaptation Strategy which lays out a prioritized framework for action and investment for the 2011- 2016 period aimed at moving the country towards a climate- change resilient future. Five strategic goals frame this document: 1) Mainstream Climate Change Adaptation into National Planning and Developmen, 2) Enable Climate Resilient and Healthy Human Settlements 3) Minimize Climate Change Impacts on Food Security, 4) Improve Climate Resilience of Key Economic Drivers, and 5) Safeguard Natural Resources and Biodiversity from Climate Change Impacts.

The authors estimate that 47.7 billion rupees in incremental additional financing, beyond current and ongoing expenditure, will be required to implement the strategy over its 6 year duration.",LKA,"",Executive,published,Adaptation,Strategy,"Adaptation, Energy Demand, Institutions / Administrative arrangements, Research and development, Transportation",""
4240,4240,Law no 71/2007 about state regulation and policy in the field of emission and absorption of greenhouse gases,"This law determines the basis for state regulation, the procedure for the activities, rights, duties and responsibilities of state bodies, local governments, individuals and legal entities in the sphere of emission and absorption of greenhouse gases on the territory of the Kyrgyz Republic. Article 3 determines that the state climate policy is notably carried out in the following directions: 1) implementation of state regulation, 2) compliance of activities in order to protect the environment and public health, priorities for economic development, as well as international obligations, 3) ensuring national and environmental security, political and economic interests, as well as fulfilling the country's international obligations, 4) promotion of the use of economic mechanisms in national and international law, 5) gradual reduction and elimination of market disparities, fiscal control methods that are contrary to the objectives of this law, with their replacement by market mechanisms, 6) ensuring the functioning of the state monitoring system, 7) ensuring free access to information on actual and projected quantities of greenhouse gas emissions and the results of climate projects, 8) integration with domestic, foreign and international systems for recording and monitoring greenhouse gas emissions and removals and the results of climate projects.

The law further discusses the methods of state regulation, implementation of specific mitigatio programmes and legal aspects.",KGZ,"Health,Transportation",Legislative,published,,Law,"Energy Supply, Institutions / Administrative arrangements",""
4422,4422,National Climate Change Policy of Sri Lanka,"The mission of this policy is to address climate change issues locally while engaging in the global context. It aims at fostering adaptation and mitigation efforts within the framework of sustainable development. Its core objectives are 1) Sensitize and make aware the communities periodically on the country's vulnerability to climate change, 2) Take adaptive measures to avoid/minimize adverse impacts of climate change to the people, their livelihoods and ecosystems, 3) Mitigate greenhouse gas emissions in the path of sustainable development, 4) Promote sustainable consumption and production, 5) Enhance knowledge on the multifaceted issues related to climate change in the society and build their capacity to make prudent choices in decision making, 6) Develop the country's capacity to address the impacts of climate change effectively and efficiently, and 7) Mainstream and integrate climate change issues in the national development process.",LKA,"",Executive,published,"mitigation, adaptation",Policy,"Adaptation, Energy Demand, Energy Supply, Institutions / Administrative arrangements, REDD+ and LULUCF, Research and development, Transportation",""
4148,4148,Law on Environment,"This Law aims at ensuring protection and improvement of the environment, for the purpose of exercising the right of citizens to a healthy environment. Protection objectives include the ozone layer and anthropogenic impacts on the climate. The document charges the relevant ministry to develop a National Environmental Action Plan notably containing guidelines for climate change mitigation. The Fund for the programme shall include projects related to the climate. A National Plan for mitigation of climate change shall further be adopted.",MKD,Health,Executive,published,,Law,"Energy Demand, Institutions / Administrative arrangements, Research and development, Transportation",""
4144,4144,Law on Ambient Air Quality,"The Law on Ambient Air Quality sets measures for avoidance, prevention or reduction of harmful effects from ambient air pollution on human health and the environment. It establishes limit values for the ambient air quality and alert thresholds, emission limit values, air quality monitoring and control and monitoring of sources of emissions and other measures aimed at protection against certain activities by legal entities and individuals having direct or indirect impact on the quality of air. Pollution that may lead to climate change shall also be controlled.",MKD,Health,Legislative,published,,Law,"Energy Demand, Institutions / Administrative arrangements",""
4141,4141,Environment Act,"This Law establishes the basic principles and norms for the protection, conservation and recovery of the environment, promoting the sustainable use of natural resources. In addition, it organizes environmental management and integrates it with social and economic objectives, in order to achieve sustainable human development in the country.

The law notably determines the legal framework around renewable energy resources and reforestation efforts. Article 79 states that Panama recognizes, as an environmental service of the forest, the capture of carbon, and will establish mechanisms to capture financial and economic resources, through jointly agreed programs, internationally agreed upon.",PAN,"Energy,LULUCF,Transportation",Legislative,published,,Law,Institutions / Administrative arrangements,""
4136,4136,Law no. 2000-045 (on the Environmental Code),"The purpose of this Act is to establish the general principles that should form the basis of the national policy for the protection of the environment and serve as a basis for the harmonization of ecological imperatives with the requirements of sustainable economic and social development. the national environmental policy strives in particular to guarantee 1) the conservation of biological diversity and the rational use of natural resources, 2)the fight against desertification, 3) the fight against pollution and nuisances, 4) improvement and protection of the living environment, and 5) the harmonization of development with the safeguarding of the natural environment.

Articles 31 to 34 relate to the protection of the atmosphere. Article 33 in particular states that when emissions into the atmosphere are likely to pose a threat to people or property, the proponents must implement all appropriate measures to suppress or reduce their pollutant emissions.",MRT,"LULUCF,Social development",Legislative,published,,Law,"Energy Demand, Institutions / Administrative arrangements",""
8577,8577,"Decree no DP-2343 on the Program of measures to reduce energy consumption, implement energy-saving technologies in the fields of economy and social sphere for 2015-2019","The Presidential Decree details the Program of measures to reduce energy consumption, implement energy-saving technologies in the fields of economy and social sphere for 2015-2019. The document focuses on 1) the replacement of non-standard and inefficient boilers for space-heating and hot water supply in detached houses, 2) the channeling of energy cost savings in state budget-funded organisations in order to fund energy efficiency investments in these entities, and 3) the improvement of rules and norms for energy efficiency requirements for new buildings.",UZB,"Residential and Commercial,Economy-wide,Energy,Water",Executive,published,,Decree/order/ordinance,"Energy Demand, Energy Supply, Institutions / Administrative arrangements",""
8576,8576,Decree no UP-4512 About measures for further development of alternative energy sources,"The Decree charges the Cabinet of Ministers, the Academy of Sciences and the interested ministries, departments, economic associations, to take measures for the development of pilot projects and practical studies in the field of use of solar and biogas energy.",UZB,Energy,Executive,published,,Decree/order/ordinance,Energy Supply,""
4128,4128,Energy Efficiency Act,"This act provides for the setting up of the Energy Efficiency Management Office. The objects of the Office shall be to promote the efficient use of energy and to promote national awareness for the efficient use of energy as a means to reduce carbon emissions and protect the environment. The act further details the missions and administrative organisation of the Office. It also determines in which conditions energy audits shall be undertaken.

The act also discusses regulations that can be adopted by the minister in charge in terms of 1) the minimum energy performance standards for any equipment, machine or appliance which is imported,
manufactured or sold in Mauritius, 2) the labelling requirements and specifications for any equipment, machine or appliance which is imported, manufactured or sold in Mauritius, 3) the criteria to classify energy consumers, 4) the minimum qualification standards for certification of energy auditors and related procedures for energy audits, 5) any other matter related to energy efficiency, and 6) any person who contravenes them shall commit an offence and shall, on conviction, be liable to a fine not exceeding 100,000 rupees.",MUS,"Energy,Transportation",Legislative,published,,Law,"Energy Demand, Energy Supply, Institutions / Administrative arrangements",""
8512,8512,National climate change adaptation policy,"The Ministry of Sustainable Development, Energy, Science and Technology adopted in 2015 the National Climate Change Adaptation Policy. It is a revised version of the 2003 Policy and Adaptation Plan. The aim of the document is to foster a national process to address the short, medium and long term effects of climate change in a coordinated manner to ensure the greatest possible quality of life to Saint Lucians.<br />
<br />
The Policy institutes a framework to guide the legislative and policy work on sustainable development of governmental and non-governmental entities involved in Saint Lucia. It acknowledges the potentially profound impacts of climate change on the country, and the need to establish adaptation actions in the development processes of key sectors. The Climate Adaptation Financing Facility from the Saint Lucia Development Bank is defined as a prominent financing tool for such efforts. Concrete adaptation actions to enhance the island's resilience include building stronger buildings, roads and bridges. A specific <a href=""http://www.climatechange.govt.lc/wp-content/uploads/2017/10/Impact-Assessment-National-Adaptation-Strategy-and-Action-Plan-in-Tourism-Sector.pdf"">Action Plan for the tourism sector</a> was published in 2015. The government shall also support capacity and awareness building activities to enable mitigation pathways, and provide the necessary mechanisms and economic instruments for adaptation.<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />
<br />",LCA,"Residential and Commercial,Tourism",Executive,published,Adaptation,Policy,"Adaptation, Institutions / Administrative arrangements",""
4242,4242,National Sustainable Development Strategy for the Kyrgyz Republic,"This document sets out Kyrgyzstan's sustainable development strategy for the period 2013-2017. It is an extensive document spanning numerous issues, including mitigation and adaptation to climate change. It notably seeks to take into account the issues of adaptation to climate change in the strategic planning, including: potential of water and energy resources, energy industry, agriculture, disaster risks will bring Kyrgyzstan a notable economic benefit and will enable it to minimize hazards to human health, human property, and public infrastructure by reducing a corresponding economic damage. Renewable energy resources and energy efficiency are equally promoted.",KGZ,"Agriculture,Energy,Health,Industry,Water",Executive,published,,Strategy,"Energy Demand, Energy Supply",""
4124,4124,National Climate Change Policy,"This document sets out Malawi's core climate change policy principles and objectives. It defines policy priority areas as regard 1) mitigation, 2) adaptation, 3) capacity building, education and awareness, 4) financing mechanisms, 5) institutional coordination, 6) population, 7) research and 8) cross-cutting issues. The overall goal of the Policy is to promote climate change adaptation and mitigation for sustainable livelihoods through measures that increase levels of knowledge and understanding and improve human well-being and social equity, while pursuing economic development thatsignificantly reduces environmental risks and ecological scarcities.",MWI,"Residential and Commercial,Social development,Transportation",Executive,published,"mitigation, adaptation",Policy,"Adaptation, Energy Supply, Institutions / Administrative arrangements, REDD+ and LULUCF, Research and development, Transportation",""
4120,4120,Rural Electrification Act,"This act makes provision for the promotion, funding, management and regulation of rural electrification. Specific, more favourable rules are laid out for renewable energy resources, including in terms of finance.",MWI,"Energy,Rural",Legislative,published,,Law,Energy Supply,""
4119,4119,Energy Regulation Act,"This Act establishes the Energy Regulatory Authority to regulate the energy sector, defines its functions and powers, and provide for licensing of energy undertakings. Members of the Authority should have adequate knowledge related renewable energy. The Authority shall notably promote energy efficiency and the exploitation of renewable resources.

The Authority is charged in art. 9.2.(i) to promote the exploitation of renewable energy resources, and (e) to promote energy efficiency and energy savings.",MWI,Energy,Legislative,published,,Law,"Energy Supply, Institutions / Administrative arrangements",""
4107,4107,Ministerial Resolution no. 014.99 (creating the Climate Change Commission),"The purpose of this Ministerial Resolution is the Creation of the Commission on Climate Change as a national instance of consultation between the Ministry of the Environment and Natural Resources and the different instances and sectors of Nicaraguan society.

The Resolution determines the structure, composition, functions and missions of the Commission, which are the following: 1) be an instance of consultation and recommendation on activities related to climate change, among others: Inventories of sources and sinks of greenhouse gases, activities for the control of emissions of greenhouse gases, study, evaluation and research of impacts and the possibilities of adaptation to Climate Change, 2) promote consensus at the national level on the strategies, programs, projects and actions to be developed in the field of Climate Change, 3) participate in the elaboration of a national position in the international negotiations on Climate Change, 4) contribute to the actions and measures that are established in response to climate change, are carried out in a coordinated and integrated with respect to social and economic development, 5) promote the holding of seminars, workshops and capacity-building at the national level, for the training of specialists in the scientific evaluation and impacts of Climate Change, as well as in the formulation of mitigation strategies and adaptation to this change, encouraging the participation of the sectors in national and international events, 6) support in the search for national and international financial resources that allow the implementation of Climate Change Projects within the framework of Sustainable Development, and 7) contribute to the dissemination of national and international information on climate change.",NIC,"Residential and Commercial,Transportation",Legislative,published,,Law,"Adaptation, Institutions / Administrative arrangements, Research and development",""
4106,4106,Resolution A.N. no. 003-2009 (on climate change and adaptability),"This resolution nationally recognises a number of international agreements and declarations in the climate change matter. It urges to the respective authorities the application of measures to prevent and assess the risks of climate change in infrastructure investments and productive programs, with emphasis on public investments, to promote a long-term clean development path to reduce the rate of growth of emissions with respect to 1990.

It urges the Executive Branch to proceed to ""formulate and promote a Climate Change Adaptation Policy, in order to incorporate adaptation and mitigation into sectoral plans"", in accordance with Article 60 of Law No. 217 ""General Law of the Environment and Natural Resources ""and its reform Law No. 647, recently approved on February 13, 2008.

It urges public and private universities and civil society organizations to contribute their research to the dissemination of knowledge related to climate change, the best adaptation practices, through the daily life of communities in efficient use of water, the adequate disposal of solid waste, reforestation, improvement of food habits and sustainable production practices.

It urges the Permanent Commission on the Environment and Natural Resources of the National Assembly, so that within the scope of its powers, specifically that established in Article 69, inc. 6) of Law No. 606 ""Organic Law of the Legislative Power of the Republic of Nicaragua, do the following: 1) Assist with all sectors of the country, so that Climate Change Adaptation Plans are promoted and executed, 2) Promote social awareness about Climate Change, 3) Conduct annual assessments on the progress of Nicaragua's adaptability to climate change, and 4) To permanently monitor governmental and non-governmental actions aimed at promoting the adaptability of our country in the face of climate change.",NIC,"LULUCF,Transportation,Waste,Water",Legislative,published,"mitigation, adaptation",Law,"Adaptation, Institutions / Administrative arrangements",""
4097,4097,Prakas N.470 on the Establishment of General Requirement of Electric Power Technical Standards,"This document establishes the general requirements of Electric Power Technical Standards in the country.It addresses the following sub-sectors: 1) Fuel Oil Generation Plant and Steam Power Plant, 2) Hydro Power Plant, 3) Transmission and Distribution System, 4) Renewable Energy System, and 5) House and General Building Wiring System.",KHM,"",Executive,published,,Policy,Energy Supply,""
4081,4081,Electricity Act of Bhutan,"The Electricity Act enables the restructuring of the power supply industry and the possible participation of the private sector, by providing mechanisms for licensing and regulating the operations of power companies. The establishment of the Bhutan Electricity Authority as an autonomous body is meant to ensure a transparent regulatory regime; the Authority also has the role of laying down the standards, codes, and specifications of the Electricity Supply Industry. The Electricity Act must define the roles and responsibilities of suppliers and protect the interests of the general public. Two of the core objectives of this act are to promote the development of renewable energy resources and to promote efficiency in management and service delivery.

Art. 60.3 states that the Minister may, on the recommendation of the Authority, direct Licensees to undertake certain public service obligation which may include obligations in relation to the use of renewable energy sources (60.3.v).

Art. 25.1. states that when granting or rejecting applications, the Authority shall take into consideration energy efficiency, as far as adequate for the project applied for.",BTN,"Energy,Industry",Legislative,published,,Law,"Energy Demand, Energy Supply, Institutions / Administrative arrangements",""
4080,4080,Environmental Protection and Management Law of the Republic of Liberia,"This Act establishes a legal framework for the sustainable development, management and protection of the environment by the Environment Protection Agency in partnership with regulated Ministries and organizations, and to provide high quality information and advice on the state of the environment and for related matters. Section 77 on the protection of forest sets that guidelines issued by the Agency shall take into account the fact that forest land acts as sink for greenhouse gases. Part VII, section 83, 1.g) charges the Agency to measure the value of unexploited natural resources in terms of watershed protection an influences on climate and other potential genetic value. Section 89 insists on the role of rain forests as a sink for greenhouse gases.",LBR,"LULUCF,Water",Legislative,published,,Law,"Energy Demand, Energy Supply, Institutions / Administrative arrangements, REDD+ and LULUCF, Research and development",""
8578,8578,Decree on the Use of the Climate Change Fund in 2017-18,This decree/ordinance adopts the spending programme of the Climate Change Fund in 2017 and 2018. The Fund resources and its use are detailed in annex.,SVN,"",Executive,published,mitigation,Decree/order/ordinance,Institutions / Administrative arrangements,""
4066,4066,Law no. 1/2011 (approving the Basic Law on the Environment),"This Law establishes the policy basis on environment of Guinea-Bissau. It defines the legal basis for a sustainable environmental use and management. Environmental measures to protect and improve wellbeing, health, social and cultural development of communities, must notably include those that protect the air and the climate (art. 6.q). Climate and meteorological information and data are part of the politicy instruments for environmental management (art. 28).<br />
<br />
The definition of an energy policy based on clean or sustainable sources, which must also be diversified and decentralised, and incentivise energy efficiency, is another key environmental policy objective set in the law (art. 6.h). Besides, solid waste can be used as energy sources (art. 21).",GNB,"Energy,Health,Waste",Legislative,published,,Law,"Energy Supply, Institutions / Administrative arrangements",""
4946,4946,Executive Decree No. 35 - National Climate Change Policy,"The main objective of this Decree is the approval of the principles, objectives, subprograms and action lines of the National Climate Change Policy. The objective of the Policy is to properly manage the issue of climate change at the national level and the effects it may have on the population and the territory, in accordance with the provisions included in the United Nations Framework Convention on Climate Change, the Protocol of Kyoto, the Political Constitution of the Republic of Panama and the General Environmental Law.

The principles of the policy include: 1) Protect the climate system for the benefit of present and future generations, on the basis of equity and in accordance with their common but differentiated responsibilities and their respective capacities, 2) Take fully into account the specific needs and special circumstances of the Parties that are developing countries, especially those that are particularly vulnerable to adverse effects of climate change, 3) Recognize the commitment to implement actions of adaptation and mitigation of the adverse effects of climate change, taking into account especially the areas of poverty, so that economic development, environmental so and social of the country, 4) Integration of the National Climate Change Policy within The national strategy for development and economic growth and the promotion of the conscious participation of citizens, including gender equality, 5) Recognition that the policy and issues related to climate change at the national level should be coordinated through ANAM as the designated National Authority and focal point before the UNFCCC, and 6) Climate change management that includes integration and coordination in the sector, regional, local and national, complemented by other instruments of environmental management, such as environmental education, territorial planning, gender and environment, among others.

Specific objectives of the policy are set out in the institutional, normative, environmental sectors. The policy further aims at promoting actions of awareness and citizen participation, so that the key actors in the different processes linked to the management of climate change are involved, highlighting women for their proven leading role in the process.",PAN,Social development,Executive,published,"mitigation, adaptation",Decree/order/ordinance,"Adaptation, Institutions / Administrative arrangements",""
8232,8232,"Decree No. 2003-142 of 30 April 2003 on the establishment, powers and functioning of the National Committee on Climate Change","This decree creates the country's National Committee on Climate Change. The Committee is in charge of following, supporting and implementing UNFCCC-related work, and to study scientific, technologic and any other matter related to climate change. The decree determines the exact attributions of the Committee and its composition.",BEN,"",Executive,published,,Decree/order/ordinance,Institutions / Administrative arrangements,""
8130,8130,Decree No. 13/2012 creating the National Committee for Climate Change (ComissÃ£o Nacional de MudanÃ§as ClimÃ¡ticas),"Mentioned in INDC which notes that it was published in the Daily Gazette of the Republic No. 81, of 11 July 2012. No other online evidence.",STP,"",Executive,published,,Decree/order/ordinance,"Energy Supply, Institutions / Administrative arrangements",""
4056,4056,Resolution no. 7/2012 (approving the Strategic Plan for Renewable Energy),"This resolution recalls the high dependency of Cabo Verde towards fossil fuels, in spite of the 3.000 MW potential for renewable energies. It aims at enabling Cabo Verde to reach 50 % of renewable sources in the country's energy mix by 2020. The document declares the right to develop renewable projects on certain zones, defined in annex II. The document further analyses the renewable potential over the national territory.",CPV,Energy,Executive,published,,Resolution,"Energy Supply, Research and development",""
4984,4984,Decree no. 2013-316 on Rainwater Management and Climate Change Adaption Project,"The Decree no. 2013-316 declares of public interest the Rainwater Management and Climate Change Adaptation Project (PROGEP), in application of Art.3 and articles following of law no. 76/1967 on expropriation due to public interest and other property operations of public interest. The procedure of expropriation must be made in a delay of no more than three years. The Economy Minister and minister for Territorial Planning and Local Communities are in charged of applying the Decree.<br />
<br />
PROGEP is a project financially backed by the World Bank to reduce the vulnerability of populations to flooding and improve their general conditions of living.",SEN,Water,Executive,published,,Decree/order/ordinance,Adaptation,""
2037,2037,National Roadmap for Greenhouse Gas Reductions by 2030,"The government plans to reduce greenhouse gas output by more than 200 million tons by 2030. The plan affects eight different economic sectors. Out of those, the power generation sector will see the biggest reduction of more than 19% of greenhouse gas output.",KOR,"",Executive,published,Mitigation,Radmap,"Energy Demand, Energy Supply, Institutions / Administrative arrangements, Research and development, Transportation",""
4054,4054,Resolution no. 87/2014 (creating the Steering Committee of the project 'Strengthening Capacity of Adaptation and Resilience to Climate Change in the Water Sector in Cape Verde'),"This resolution creates the Steering Committee of the project 'Strengthening Capacity of Adaptation and Resilience to Climate Change in the Water Sector in Cape Verde'. The document lists the Committee's members, competencies and functioning.",CPV,"",Executive,published,,Resolution,"Adaptation, Institutions / Administrative arrangements, REDD+ and LULUCF",""
4945,4945,Executive Decree No 1 - Creation of the National Committee on Climate Change in Panama,"This decree creates the National Climate Change Committee of Panama, in support of the National Environmental Authority (ANAM) in implementation and monitoring of the National Climate Change Policy. The decree determines the missions and organisation of the Committee.",PAN,"",Executive,published,,Decree/order/ordinance,Institutions / Administrative arrangements,""
4042,4042,Renewable Energy Act 2013,"This act establishes the legal, economic and institutional basis to promote the use of renewable energy resources in the Gambia.<br />
<br />
The Act defines responsibilities for the Energy Ministry in Part 3, including to recommend national targets for the use of renewable energy resources, determine the equipment that is eligible for tax exemption in collaboration with the Finance Ministry, carry out an impact assessment of the use of biomass for energy purposes, and to encourage the development of technical and standard requirements and certification of renewable energy installations for Renewable Energy Systems, to ensure the quality of these systems especially in small scale installations, whether residential or commercial.<br />
<br />
The Act further establishes the Renewable Energy Fund.<br />
<br />
Part 11 introduces a Feed in Tariff scheme to accelerate the development of renewable energy resources.",GMB,"Residential and Commercial,Energy,Transportation",Legislative,published,,Law,"Energy Demand, Energy Supply, Institutions / Administrative arrangements, Research and development",""
4931,4931,"Decree No. 2014-0816-P-RM of 27 October 2014 suspending the collection of Value Added Tax, duties and taxes on renewable energy equipment on importation","This decree suspends the collection of Value Added Tax, duties and taxes on renewable energy equipment on importation. The decree lists all the equipements included in the exemption.",MLI,Energy,Executive,published,,Decree/order/ordinance,Energy Supply,""
4019,4019,Law no. 08.222 (on the forestry code),"This law asserts in art. 1 that the forest in general and the Central African forest in particular fulfill multiple functions. It maintains soil fertility, generates many environmental services and contributes to carbon sequestration, survival and well-being of people, including culturally and intimately associated people and wildlife. This Code and its texts establish a legal framework for the management of the forest sector in the Central African Republic. In this perspective, it aims to: 1) reconcile the exploitation of forest products with the requirements of the conservation of forest heritage and biological diversity for sustainable development, 2) ensure the conservation and protection of training for their regeneration, and 3) to ensure the sustainable management of forest ecosystems.",CAF,"LULUCF,Transportation,Environment",Legislative,published,,Law,REDD+ and LULUCF,""
4018,4018,Law no. 08-18 (on biofuels),"This law deals with the cultivation and research of energetic plants, processing, production, selling and control of biofuels. It comprises bioalcohols, biodiesels, biogas and any other uel obtained from renewable organic matter (non-fossil).<br />
<br />
The law asserts the State's control over biofuels in the country, and only national entities can engage in the business. It then sets the whole legal framework for growing and commercialising the crops and fuels.",CAF,"Residential and Commercial,Transportation",Legislative,published,,Law,"Energy Supply, Research and development",""
4930,4930,Decree No. 2016-0528-P-RM of 26 July 2016 laying down the organization and modalities of operation of the Management Unit of the Great Green Wall,This decree sets the organization and operating procedures of the Great Green Wall Management Unit (UGMV). The Great Green Wall Management Unit is attached to the General Secretariat of the Ministry of the Environment.,MLI,"",Executive,published,,Decree/order/ordinance,"Adaptation, Institutions / Administrative arrangements",""
4928,4928,Decree No. 2016-0006 P-RM 15 January 2016 establishing the National Mechanism for Early Warning and Response to Security Risks,This decree institutes with the Prime Minister a National mechanism of Early Warning and Security Risk Response. One of the missions of mechanism team is to monitor threats related to climate change and natural disasters. The decree further discusses the administrative organisation of the mechanism.,MLI,"",Executive,published,DRM/DRR,Decree/order/ordinance,"Adaptation, Institutions / Administrative arrangements",""
1650,1650,"Framework Act on Low Carbon Green Growth, regulated by Enforcement Decree of the Framework Act on Low Carbon Green Growth","South Korea's Framework Act on Low Carbon Green Growth creates the legislative framework for mid- and long-term emissions reduction targets, cap-and-trade, carbon tax, carbon labelling, carbon disclosure, and the expansion of new and renewable energy.

The Framework Act requires the government to establish and implement a national strategy, action plans, and a detailed 5-year plan for a planning period of 20 years, which will deal with various aspects of climate change mitigation and adaptation. The framework defines the main principles of a green economy, including green growth via environmental technologies and industries, and the balance between environment and economy. The Committee on Green Growth is established to deliberate on the State's major policies and plans related to low carbon green growth. Since 2013 this Committee has operated under the Prime Minister's Office.

The Framework declares that the government will foster new green industries with high growth potential, by formulating means to transform traditional industries into green ones, setting targets and adapting infrastructure to an environmentally friendly structure; green investment companies shall be established and may be supported by the government; and the Framework also calls for facilitation of research, development and commercialisation of green technology.

The Framework prescribes mandatory annual GHG emission reporting to the government, and the establishment of an Integrated Information Management System for GHGs.

The Framework instructs the government to prepare and enforce a basic plan for energy every 5 years for a planning period of 20 years. The plan should include aspects of energy security and independence, as well as targets for energy supply from renewable sources and energy demand management via saving and efficiency.

The Framework calls for the preparation of REDD/Land Use policies and transportation policies - including the establishment of standards for emissions from different classes of automobiles. It prescribes an assessment of impacts of climate change and the implementation of measures for adaptation.

The Enforcement Decree is designed to provide for matters delegated by the Act and matters necessary for enforcement thereof including establishment of central and local action plans, operation of the Presidential Committee on Green Growth, establishment of and support for green industries investment companies and control of quantity of GHGs emitted and the quantity of energy consumed in each area including transportation and architecture, etc.

The Decree sets a target of a reduction in total national GHG emissions in 2020 by 30% from the business-as-usual projection for 2020.

Regarding transportation policies, the Decree addresses the management of the standards for corporate-average energy consumption efficiency of automobiles and compatible corporate-average allowable exhaust emissions of GHGs from automobiles. The Decree deals with the establishment of green industries investment companies. It also provides that the Minister of Environment shall establish and implement, every 5 years, measures for adaptation to climate change based on consultation with the heads of the central administrative agencies concerned. The Decree establishes the national integrated information management system for GHGs.

The Green Growth Law Decree (Presidential Decree no 27180, revised on 24-may-16), updates the law to reflect 2030 targets.",KOR,"Residential and Commercial,Economy-wide,Energy,Transportation",Legislative,published,Mitigation,Law,"Adaptation, Carbon Pricing, Energy Demand, Energy Supply, Institutions / Administrative arrangements, REDD+ and LULUCF, Research and development, Transportation",""
4925,4925,"Decree No. 2011-107-PM-RM of March 11, 2011 establishing the National Climate Change Committee of Mali","This decre creates, within the National Council of the Environment, a body called National Committee Climate Change of Mali, abbreviated ""CNCCM"". The National Climate Change Committee is responsible for 1) work towards the implementation of the obligations of the United Nations Framework Convention on Climate Change (UNFCCC) and any multilateral or bilateral climate change agreement, 2) contribute to the search for funding related to the implementation of the UNFCCC at the national and international levels, 3) prepare Mali's participation in conferences and other meetings related to climate change, 4) organize the return of the results of conferences, meetings and other activities, 5) promote the development of synergy with other conventions, in particular the Convention on Biological Diversity and the Convention to Combat Desertification, 6) promote national capacity building on climate change, 7) provide the National Environment Council with information and advice on all issues related to climate change. The Committee can intervene in all other issues related to climate change.

The CNCCM has five thematic groups:
- adaptation to climate change including risks and disasters;
- mitigation, reduction of greenhouse gas emissions, avoided deforestation;
- technology transfer;
- funding ;
- capacity building.

The decree establishes the composition of the Committee and its organisation.",MLI,"Residential and Commercial,LULUCF",Executive,published,,Decree/order/ordinance,Institutions / Administrative arrangements,""
4005,4005,Law no. 008-2014/AN (concerning framework law on sustainable development),"Decree no 2014-343/PRES promulgates the law n Â° 008-2014 / AN of the 08 April 2014 bearing law of orientation on the sustainable development in Burkina Faso. The law's purpose is to set the general rules for guiding the implementation of sustainable development in Burkina Faso. The law enounces core principles of sustainable development to follow, and determines the rules upon which actions by public and private actors have to respect. Sustainable development is understood here as a development model that focuses on economic efficiency, environmental sustainability, and social equity that can meet the needs of present generations without compromising the ability of future generations to meet their own needs.",BFA,Social development,Legislative,published,,Law,"Energy Demand, Research and development",""
