"Id","Eventable","Eventable type","Event Type","Title","url","date","Description","Comments",
,1255,"Legislation","Law passed","Law passed",,"19/07/02",,,
,1252,"Legislation","Law passed","Law passed",,"07/08/08",,,
,1250,"Legislation","Law passed","Law passed",,"01/01/07",,,
,1402,"Legislation","Law passed","Law passed",,"24/04/01",,,
,1219,"Legislation","Law passed","Law passed",,"13/12/99",,,
,1218,"Legislation","Law passed","Law passed",,"16/12/02",,,
,1216,"Legislation","law passed","law passed",,"25/12/04",,,
,1217,"Legislation","Law passed","Law passed",,"13/10/03",,,
,1215,"Legislation","Law passed","Law passed",,"25/12/04",,,
,1213,"Legislation","Law passed","Law passed",,"25/12/07",,,
,1212,"Legislation","Law passed","Law passed",,"23/04/09",,,
,1211,"Legislation","Law passed","Law passed",,"23/04/09",,,
,1209,"Legislation","Law passed","Law passed",,"25/12/05",,,
,1207,"Legislation","Law passed","Law passed",,"25/12/09",,,
,1205,"Legislation","Law passed","Law passed",,"25/12/09",,,
,1203,"Legislation","Law passed","Law passed",,"18/06/10",,,
,1202,"Legislation","Law passed","Law passed",,"11/05/11",,,
,1194,"Legislation","Law passed","Law passed",,"25/12/95",,,
,1671,"Legislation","Law passed","Law passed",,"29/07/11",,,
,1092,"Legislation","Law passed","Law passed",,"29/12/09",,,
,1161,"Legislation","Law passed","Law passed",,"01/01/07",,,
,1159,"Legislation","Law passed","Law passed",,"01/10/09",,,
,1158,"Legislation","Law passed","Law passed",,"01/10/09",,,
,1156,"Legislation","Law passed","Law passed",,"01/10/09",,,
,1155,"Legislation","Law passed","Law passed",,"25/12/91",,,
,1154,"Legislation","Law passed","Law passed",,"25/12/92",,,
,1489,"Legislation","Law passed","Law passed",,"25/12/12",,,
,1146,"Legislation","Law passed","Law passed",,"01/01/00",,,
,1145,"Legislation","Law passed","Law passed",,"01/01/01",,,
,1143,"Legislation","Law passed","Law passed",,"01/09/12",,,
,1141,"Legislation","Law passed","Law passed",,"31/01/12",,,
,1137,"Legislation","Law passed","Law passed",,"21/12/94",,,
,1132,"Legislation","Law passed","Law passed",,"13/12/94",,,
,1113,"Legislation","Law passed","Law passed",,"25/12/92",,,
,1111,"Legislation","Law passed","Law passed",,"24/04/96",,,
,1110,"Legislation","Law passed","Law passed",,"31/03/01",,,
,1109,"Legislation","Law passed","Law passed",,"09/12/03",,,
,1108,"Legislation","Law passed","Law passed",,"29/06/06",,,
,1107,"Legislation","Law passed","Law passed",,"14/11/08",,,
,1103,"Legislation","Law passed","Law passed",,"03/05/11",,,
,1098,"Legislation","Law passed","Law passed",,"03/01/05",,,
,1093,"Legislation","Law passed","Law passed",,"09/12/09",,,
,1080,"Legislation","Law passed","Law passed",,"05/05/97",,,
,1079,"Legislation","Law passed","Law passed",,"29/04/99",,,
,1077,"Legislation","Law passed","Law passed",,"31/01/03",,,
,1048,"Legislation","Law passed","Law passed",,"25/12/02",,,
,1059,"Legislation","Law passed","Law passed",,"24/07/03",,,
,1043,"Legislation","Law passed","Law passed",,"29/07/11",,,
,1038,"Legislation","Law passed","Law passed",,"29/09/17",,,
,1037,"Legislation","Law passed","Law passed",,"01/07/08",,,
,1102,"Legislation","Law passed","Law passed",,"08/03/11",,,
,1027,"Legislation","Law passed","Law passed",,"12/05/06",,,
,1435,"Legislation","Law passed","Law passed",,"25/12/11",,,
,1805,"Legislation","Law passed","Law passed",,"03/07/11",,,
,1474,"Legislation","Law passed","Law passed",,"25/12/09",,,
,1705,"Legislation","Law passed","Law passed",,"25/12/05",,,
,1703,"Legislation","Law passed","Law passed",,"01/06/12",,,
,1456,"Legislation","Law passed","Law passed",,"01/11/13",,,
,1481,"Legislation","Law passed","Law passed",,"25/12/11",,,
,1483,"Legislation","Law passed","Law passed",,"04/06/09","Repeals and replaces Mozambique's October 2000 Energy Strategy",,
,1465,"Legislation","Law passed","Law passed",,"25/12/05","Repeals and replaces Mozambique's October 2000 Energy Strategy",,
,1464,"Legislation","Law passed","Law passed",,"11/01/07",,,
,1460,"Legislation","Law passed","Law passed",,"17/05/12",,,
,1461,"Legislation","Law passed","Law passed",,"17/05/12",,,
,1458,"Legislation","Law passed","Law passed",,"25/12/12",,,
,1457,"Legislation","Law passed","Law passed",,"01/06/13",,,
,1455,"Legislation","Law passed","Law passed",,"25/12/80",,,
,1453,"Legislation","Law passed","Law passed",,"25/12/09","Amended yearly",,
,1441,"Legislation","Law passed","Law passed",,"25/12/07",,,
,1438,"Legislation","Law passed","Law passed",,"25/12/11",,,
,1436,"Legislation","Law passed","Law passed",,"20/08/03",,,
,1437,"Legislation","Law passed","Law passed",,"25/12/11",,,
,1432,"Legislation","Law passed","Law passed",,"04/07/95",,,
,1480,"Legislation","Law passed","Law passed",,"25/12/11",,,
,1478,"Legislation","Law passed","Law passed",,"25/12/13",,,
,1467,"Legislation","Law passed","Law passed",,"25/12/02",,,
,1482,"Legislation","Law passed","Law passed",,"21/05/09",,,
,1552,"Legislation","Law published","Law published",,"20/01/10",,,
,2052,"Legislation","Law published","Law published",,"14/07/16",,,
,1666,"Legislation","Decree passed","Original decree",,"05/04/13",,,
,1807,"Legislation","Document passed","Original version",,"17/03/03",,,
,1413,"Legislation","Plan adopted","Plan adopted",,"01/05/16",,,
,4842,"Legislation","Policy revised","Policy revision",,"25/12/17",,,
,1735,"Legislation","Law passed","Promulgation",,"04/02/14",,,
,1209,"Legislation","Document amended","Recast",,"21/09/09",,,
,2022,"Legislation","Regulation issued","Regulation issued",,"01/08/15",,,
,2023,"Legislation","Regulation issued","Regulation issued",,"21/04/11",,,
,2009,"Legislation","regulation issued","regulation issued",,"23/07/13",,,
,1092,"Legislation","regulation issued","regulation issued",,"09/12/10",,,
,1093,"Legislation","regulation issued","regulation issued",,"26/10/10",,,
,1216,"Legislation","Repealed and replaced","Repealed and replaced",,"21/05/13",,,
,1215,"Legislation","Repealed and replaced","Repealed and replaced",,"25/10/12",,,
,1213,"Legislation","Repealed and replaced","Repealed and replaced",,"06/05/14",,,
,1203,"Legislation","Repealed and replaced","Repealed and replaced",,"04/07/17",,,
,1780,"Legislation","Replaced","Replaced",,"09/08/17",,,
,8573,"Legislation","Replaced","Replaced",,"06/06/14",,,
,8620,"Legislation","Document amended","Revision",,"11/08/14",,,
,1507,"Legislation","Document amended","Updated yearly",,"01/01/19",,,
,1657,"Legislation","Wholly amended","Wholly amended",,"25/12/90",,,
,1651,"Legislation","Wholly amended","Wholly amended",,"01/02/10",,,
,7349,"Litigation","Case opened","Case opened",,"25/12/18",,,
,7348,"Litigation","Case opened","Case opened",,"25/12/16",,,
,7347,"Litigation","Case opened","Case opened",,"25/12/19",,,
,7346,"Litigation","Case opened","Case opened",,"25/12/16",,,
,7345,"Litigation","Case opened","Case opened",,"01/11/18",,,
,7344,"Litigation","Case opened","Case opened",,"01/08/19","Greenpeace Luxembourg presents complaint againt Minister of Social Security for him failing to respong on pension funds' investments (according to Greenpeace in 2018 27% of pension funds investments were in ""dirty"" industries).",,
,7343,"Litigation","Case opened","Case opened",,"25/12/19","NGO ClientEarth filed lawsuit against Polska Grupa for their plant Belchatow to prevent them from burning lignite. According to ClientEarth, Belchatow is the largest GHG emiter in the EU.",,
,7342,"Litigation","Case opened","Case opened",,"25/12/19",,,
,7341,"Litigation","Case opened","Case opened",,"23/09/19","16 children filed a petition alleging that Argentina, Brazil, France, Germany and Turkey violated their rights under the UN Convention on the Rights of the Child (ratified for the 5 countires) by making insufficient cuts to GHG emissions.
They ask the Committee make findings regarding CC as a children's rights crisis, and that each respondent has caused and perpetuates CC by knowingly acting in disregard of avaialble scientific evidence.",,
,7340,"Litigation","Case opened","Case opened",,"18/11/10","Costa Rica files an action against Nicaragua in the International Court of Justice (ICJ) alleging ""incursion, occupation and use by Nicaragua's army of Costa Rican territory and breaches of Nicaragua's obligation towards Costa Rica"". Costa Rica sought compensation for the loss of environmental goods and services, due to the removal of 300 trees and clearing of 6 ha of land.",,
,7339,"Litigation","Case opened","Case opened",,"25/12/18","Members of civil society file. Suit against Government of Pakistan for failure to plant, protect, manage, preserve and conserve trees and forests in Punjab, resulting in the violation fo the Forest Act (1927) and the Trees Act (1974). They requested a writ of mandamus.",,
,7338,"Litigation","Case opened","Case opened",,"22/10/18","First hearing - claimants present four grounds for challenge of article 209(a): 1) the Defendant failed to take into account technical evidence; 2) Failure to give effect to the Government's policy to reduce GHG emissions (Climate Change Act 2008); 3) Failure to carry out an EIA; 4) Failure to carry out a lawful consultation exercise in relation with the Framework published in 24/07/2018.
Article 209(a): ""Recognise the benefits of on-shore oil and gas development including unconventional hydrocarbons, for the security of energy supplies and supporting the transition to a low-carbon economy; and put in place policies to facilitate their exploitation and extraction"".",,
,7337,"Litigation","Case opened","Case opened",,"10/03/16","ExxonMobil files a challenge against Germany in the Administrative Court in Berlin regarding the free of charge allocation of GHG emission allowances by the German Emissions Trading Authority (DEHSt).",,
,7336,"Litigation","Case opened","Case opened",,"14/02/19","Plaintiffs file a constitutional petition against the Federation fo Pakistan, alleging inaction on CC violated their fundamental rights: right to clean an healthy environment, and since CC affect women particularly, right to equal protection under the law.",,
,7335,"Litigation","Case opened","Case opened",,"01/04/18","Province of Saskatchewan filed a reference case at the Court of Appeal asking if GGPPA was an unsconstitutional intrusion into provincial jurisdiction.",,
,7334,"Litigation","Case opened","Case opened",,"25/12/11",,,
,7333,"Litigation","Case opened","Case opened",,"01/07/09","Two environmental activists (Gray & Hodgson) suit Macquarie Generation power company, alleging that one of their power stations had been emitting CO2 in a manner harmful for the environment.",,
,7332,"Litigation","Case opened","Case opened",,"07/11/16","Community in Lamu filed an appeal challenging the issuance of the EIA Licence and the process by which it was obtained.",,
,7331,"Litigation","Case opened","Case opened",,"25/12/15","Sandra Bitter, in representation of the company, challenged this decision in the Berlin Administrative Court.",,
,7330,"Litigation","Case opened","Case opened",,"25/12/15","In November 2013 the Swedish Environmental Protection Agency determined the amount of free emission allowances to be allocated in the third trading period.
Eight (8) operators of GHG emitting facilities challenged this decision.",,
,7329,"Litigation","Case opened","Case opened",,"25/12/15","The Compnay EPZ appealed at the Council State the decision of 23/04/2014.",,
,7328,"Litigation","Case opened","Case opened",,"10/09/13","Schaefer Kalk challenged this decision before the Berlin Administrative Court",,
,7327,"Litigation","Case opened","Case opened",,"25/12/15","ArcelorMittal brought action against the decision of 24/09/2013 before the Luzembourg Administrative Court.",,
,7326,"Litigation","Case opened","Case opened",,"25/12/17","The Company brought 2 actions against the Tax Administration at the Regional Court of Bratislava, contesting the refusal for repayment and the second payment due for the second semester of 2011.",,
,7355,"Litigation","Case opened","Case opened",,"29/09/15","INEOS brought proceedings before the Administrative Court in Berlin for the refusal of its request for emission allowances free of charge made on 23/01/2012, denied on 19/02/2014, appealed and denied again in 14/09/2015.",,
,7352,"Litigation","Case opened","Case opened",,"02/10/15","Trinseo brought legal action against the decision of DEHSt.",,
,7344,"Litigation","Case opened","Case opened",,"04/01/16","The Republic of Poland contested EU decision on the grounds that it affects a Member State's choice between different energy sources and the general structure of its energy supply.",,
,7325,"Litigation","Case opened","Case opened",,"29/09/15","INEOS brought an action before the Administrative Court in Berlin for the rejection of its request to take into account additional information regarding the allocation of free allowances for the trading period 2013-2020.",,
,7324,"Litigation","Case opened","Case opened",,"05/04/19","Friends of the Earth Netherlands and 6 other co-plaintiffs filed a case before the Hague Court of Appeals seeking ruling that Shell must reduce its Co2 emissions by 45% by 2030 compared to 2010 levels and zero by 2050, in line with the Paris Agreement. The underlying argument is that Shell has a duty to take action to reduce GHG emissions based on Art. 6:162 of the Dutch Civil Code (duty of care and human rights obligations by failing to take adequate action to curb contributions to climate change).",,
,7323,"Litigation","Case opened","Case opened",,"13/05/19","A group of 8 islanders of Torres Strait, Australia filed a case before the UN Human Rights Committee against the government of Australia for violating the plaintiffs' human rights under International Covenant on Civil and Political Rights fue to government's failure to address climate change.",,
,7322,"Litigation","Case opened","Case opened",,"24/10/18","ClientEarth, NGO and shareholder of Enea (utility company) filed a case against the company regarding the construction of a coal-fired power plant. The claim was brought under Polish Commercial Companies Code.",,
,7321,"Litigation","Case opened","Case opened",,"23/01/19","The municipality of Grande-Synthe sued the French Government for insufficient action on climate change, before the Conseil d'Etat (highest administrative court in France).
This is a a low-lying coastal municipality exposed to sea level rise and flooding.",,
,7320,"Litigation","Case opened","Case opened",,"25/12/18","The advocacy group Friends of the Irish Environment (FIE) filed a suit before the High Court challengin the approval of the National Mitigation Plan as it violated Ireland's Climate Action and Low Carbon Development Act (2015).",,
,7319,"Litigation","Case opened","Case opened",,"26/11/18","The Canadian NGO ""Environnement JEUnesse"" filed a case before the Superior Court of QuÃ©bec to bring action against Canadian Government on behalf of citizens aged under 35, for violating the plaintiffs' rights by setting insufficinet GHG reduction targets.",,
,7318,"Litigation","Case opened","Case opened",,"25/12/18","H.J. Banks & Co. Ltd. Challenged the Secretary of Sate for Housing's decision of denying a planning permission for coal mining project on the grounds that it would have adverse effects on GHG emissions.",,
,7317,"Litigation","Case opened","Case opened",,"25/12/18","Friends of the Earth reports to have lodged a constitutional complaint against German Government alleging that it hasfailed to meet its own GHG emission reduction goals.",,
,7316,"Litigation","Case opened","Case opened",,"14/03/19","French NGO ""Notre affaire Ã  Tous"" (NAAT) filed a lawsuit against the French Government before the Administrative Court in Paris due to its inadequate action on cliamte change.",,
,7315,"Litigation","Case opened","Case opened",,"25/10/18","Three german families and Greenpeace Germany filed a lawsuit before the Berlin Adminsitrative Court against the German Govenrment for backing off its 2020 GHG emission reduction target, in violation of the plaintiffs' rights to life and health.",,
,7314,"Litigation","Case opened","Case opened",,"19/12/17","Gloucester Resources Ltd. filed a lawsuit against the Minister of Planning appealing the denial of the company's project to construct an open cut mine in New South Wales.",,
,7313,"Litigation","Case opened","Case opened",,"04/03/19","Plaintiffs from 6 countries filed a suit against the EU in the European General Court in Luxembourg to challenge the treatment of forest biomass as a renewable fuel in the EU's 2018 revised Renewable Energy Directive (RED II).",,
,7312,"Litigation","Case opened","Case opened",,"13/09/18","Province of Ontario filed a suit in the Ontario Court of Appeal seeking consideration of whether GHG Pollution Pricing Act (GGPPA) is unconstitutional.",,
,7311,"Litigation","Case opened","Case opened",,"11/09/18","Environmental groups files a lawsuit against Ontario Government alleging it failed to meet legal requirements for public consultation on regulations that would end Ontario's cap and trade program (Regulation 386/18)",,
,7310,"Litigation","Case opened","Case opened - First complaint",,"03/08/18","Friends of the Earth and Plan B Earth, both non-profits, filed a suit against Secretary of State for Transport Chris Grayling (the Secretary) alleging inadequate consideration of climate change impacts in regardsto the expansion of Heathrow Airport. The suit was filed before the High COurt of Justice Queen's Bench Division Administrative Court.",,
,7309,"Litigation","Case opened","Case opened",,"24/07/18","Mark McVeigh, a pension fund member filed suit against the Retail Employees Superannuation Trust (REST) alleging that it violated the Corporations Act 2001 by failing to provide information related to climate change business risks and any plans to address those risks.",,
,7308,"Litigation","Case filed","Case opened",,"04/07/17","Representatives of the Mataatua District Maori Council filed a claim alleging that New Zealand has breached its obligations to the Maori by failing to implement policies that will address climate change. The case is still undecided. ",,
,7307,"Litigation","Case opened","Case opened",,"01/03/17","Ridhima Pandey, a 9-year-old, filed a petition arguing that the Public Trust Doctrine, India's commitments under the Paris Agreement, and India's existing environmental laws and climate-related policies oblige greater action to mitigate climate change. The case is still undecided. ",,
,7306,"Litigation","Case opened","Case opened",,"24/01/18","Greenpeace Indonesia and 3 local residents challenged the Bali Governor's granting of environmental permits for the expansion of a Coal-Fired Power Plant in Bali. ",,
,7306,"Litigation","Amici curiae brief filed",,,"01/06/18","Nine Indonesian and international environmental groups filed an amici curiae brief in the proceeding before the Denpasar Administrative Court.",,
,7304,"Litigation","Case opened","Case opened",,"29/01/18","25 youth plaintiffs between the ages of 7-26 years old sued several bodies within the Colombian government, alleging that climate change and the government's failure to reduce deforestation and ensure compliance with a target for zero-net deforestation in the Colombian Amazon by the year 2020 (target of the National Development Plan 2014-2018) threatens their fundamental rights.",,
,7304,"Litigation","Case decided","Decision by lower court",,"12/02/18","Court of BogotÃ¡ decided against the plaintiffs. ",,
,7304,"Litigation","Appeal filed",,,"16/02/18","Plaintiffs appealed this decision before the Supreme Court.",,
,7304,"Litigation","Case decided","Case decided by Supreme Court",,"05/04/18","Supreme Court decided in favour of the plaintiffs, and ordered the government to formulate and implement action plans to address deforestation in the Amazon.",,
,7360,"Litigation","Case opened","Case opened",,"23/05/18","10 families from 8 countries brought an action before EU General Court seeking to compel the EU to take more stringent GHG emissions reductions. ",,
,7360,"Litigation","Case decided","Case decided",,"08/05/19","The General Court (second chamber) dismissed the case on procedural grounds, finding that the plaintiffs could not bring the case since they are not sufficiently and directly affected by these policies. ",,
,7360,"Litigation","Appeal filed","Appeal filed",,"11/07/19","The Plaintiffs appealed this decision. No decision has been made on the appeal. ",,
,7305,"Litigation","Case opened","Advisory opinion requested",,"14/03/16","Colombia requested to the Inter-American Court of Human Rights an advisory opinion concerning the interpretation and scope of articles related to human rights, personal integrityand right to life of the American Convention, this in relation to a healthy environment as a human right.",,
,7305,"Litigation","Case decided","Advisory opinion issued by Inter-American Court",,"15/11/17","The Court provided and advisory opinion with respect to the three rights mentionned (life, integrity and health) saying the Government has a duty to prevent, preserve, provide informationand cooperate. ",,
,7303,"Litigation","Case opened","Case opened",,"08/12/17","Plan B Earth, non-profit, filed a climate change lawsuit against the Secretary of State for Business, Energy, and Industrial Strategy for failing to revise 2050 carbon reduction targets in the light of new international law and scientific evidence.",,
,7303,"Litigation","Case dismissed",,,"15/02/18","The Adminstratif Court found the Claimants' grounds didn't meet the permission threshold. ",,
,7303,"Litigation","Appeal filed",,,"22/02/18","The Claimants appealed the decision of the Administrative Court. ",,
,7303,"Litigation","Case dismissed",,,"20/07/18","The High Court found the claims were not arguable and denied permission for the case to proceed. ",,
,7303,"Litigation","Appeal filed",,,"26/07/18","The Claimants the decision of the High Court. ",,
,7303,"Litigation","Case closed","Appeal rejected",,"25/01/19","The Court of Appeal rejected the Plaintiffs appeal of the High Court's decision. It is not possible to appeal this decision. ",,
,7302,"Litigation","Case opened","Case opened",,,"Friends of the Irish Environment, non-profit, challenged the decision to issue a 5-year extension to the Dublin Airport Authority to construct a new runway.",,
,7302,"Litigation","Case decided","Case decided",,"21/11/17","The High Court ruled against Friend of the Irish Environment arguing lack of standing, but recognized ""a personal consitutional right to an environment"". ",,
,7301,"Litigation","Case opened","Case opened",,"20/09/12","Plaintiffs filed a suit on behalf of 4 Ugandan minors, arguing that under the Constitution it is the duty of the State to preserve natural resources from degradation for both present and future generations.",,
,7301,"Litigation","Complaint amended","Case open",,"28/08/15","The complaint was amended, no decision has been made.  ",,
,7300,"Litigation","Case opened","Case opened",,"14/04/16","Petitioners object the approval of a 22-turbine on-shore wind farm, seeking for the Court to overturn it. ",,
,7300,"Litigation","Case decided","Petition denied",,"30/0872017","The Court decided to reject the petitioners request. ",,
,7299,"Litigation","Case opened",,,"05/09/17","GroundWork, non-profit, filed a motion to revoke the Environmental Affair's authorization to develop a 600 MW coal-fired power plant. The Case is still undecided. ",,
,7298,"Litigation","Case opened","Case opened",,"25/12/17",,"Couldn't find it. ",
,7297,"Litigation","Case opened",,,,"Shareholders of the Commonwealth Bank of Australia sued the bank alleging it violated the Corporations Act of 2001 with the issuance of its 2016 annual report, which failed to disclose climate change-related business risks.",,
,7297,"Litigation","Withdrawn",,,"09/07/05","Shareholders withdrew their suit after the CBA released a 2017 annual report that acknowledged the risk of climate change and pledged to undertake climate change scenario analysis to estimate the risks to CBA's business.",,
,7296,"Litigation","Case opened","Case opened",,,"Friends of the Earth and local land owners challenged mining leases granted under the Mineral Resources Act 1989 in Queensland.",,
,7296,"Litigation","Case closed","Case dismissed",,"27/03/12","The Court dismissed the case on the grounds that GHG emissions of the mine may contribute to climate change, but this should not outweigh all other considerations in the assessment process for the mine.",,
,7295,"Litigation","Case opened","Case opened",,"05/10/00","Local residents challenged the grant of permission to develop a 12-turbine windfarm on various grounds.",,
,7295,"Litigation","Case decided","Decision upheld",,"11/04/01","The Tribunal decided the permission for the windfarm should be upheld. ",,
,7294,"Litigation","Case opened","Case opened",,"01/03/06","A windfarm developer whose permission to install 9 turbines has been denied, sought judicial review of this decision. ",,
,7294,"Litigation","Case decided","Permit granted",,"21/12/07","The Court decided that given the benefits of the windfarm, it should be allowed. ",,
,7293,"Litigation","Case opened","Case opened",,"05/07/05","Local residents challenged the Shire council's approval of a development of property 230 meters from the coast and in an area encompassing several ephemeral wetlands.",,
,7293,"Litigation","Case decided","Case closed",,"31/03/14","The Tribunal decided to maintain the Council's decision, but rquired additional conditions relating to the wetlands and protections against sea level rise. ",,
,7292,"Litigation","Permit granted",,,"31/07/08","The Surf Coast Shire Council granted planning permit for the development of a wind energy facility. ",,
,7292,"Litigation","Case opened","Case opened",,"30/06/05","Local residents challenged approval of a wind farm on various grounds (noise, heritage, culture).",,
,7292,"Litigation","Case decided",,,"13/07/09","The Tribunal decided to maintain the Council's decision given that the windfarm is in the public's interest. ",,
,7291,"Litigation","Case opened","Decision appealed",,"09/07/10","Applicants seeking permission to develop four joined two-story units on a beachfront plot appealed the city council's denial. ",,
,7291,"Litigation","Case decided","Permission granted",,"10/08/10","The Tribunal decided to allow the development and ordered the Council to grant conditional permission for the development.",,
,7290,"Litigation","Case opened","Permission denied",,"26/03/15","Coffs Harbour City Council denied the permission for a development application by Pridel Investments, because of high flooding risks among other factors. ",,
,7290,"Litigation","Case opened","Decision appealed",,"22/04/15","Pridel Investments challenges the Council's decision to deny permission for a 39-lot subdivision in Coffs Harbour. ",,
,7290,"Litigation","Case decided","Case closed",,"07/02/17","The Court decided the Council's decision should be upheld, and permission for the development should be denied. The Appeal was dismissed. ",,
,7289,"Litigation","Case opened","Case opened",,,"A couple appeals the city Council's decision to deny permission to build two dwelling units near the coast in a designated flood zone. ",,
,7289,"Litigation","Case decided",,,"25/09/09","The Tribunal upheld the Council's decision. ",,
,7289,"Litigation","Appeal filed","Appeal filed",,"01/12/09","The couple prepares a new vulnerability assessment and appeals the Tribunal's decision. ",,
,7289,"Litigation","Case decided","Appeal dismissed",,"23/03/10","The Court ruled that the decision by the Council should be upheld, permit is denied. ",,
,7288,"Litigation","Case opened","Case opened",,"25/05/10","A journalist challenged the government of Victoria's refusal to produce all of the documents responsive to his request under the Freedom of Information Act 1982. ",,
,7288,"Litigation","Case decided","Case closed",,"30/07/11","The Tribunal upheld the government's refusal to produce the 11 contested documents.",,
,7287,"Litigation","Case opened","Case opened",,,"Mr. Fetterplace appealed the shire council's denial of building permission.",,
,7287,"Litigation","Case decided","Permission granted",,"14/09/10","The Tribunal ordered the Council to grant the building permission.",,
,7286,"Litigation","Case opened","Case opened",,"23/07/16"," Mr. Fetherston appelaed the decision by the Wollongong City Council to deny permission to build a two-story dwelling. ",,
,7286,"Litigation","Case decided","Permit granted",,"09/11/16","The Court decided to uphold the appeal, and ordered the Council to grant permission for the development of the dwelling. ",,
,7285,"Litigation","Case opened","Case opened",,"01/07/05","Mr. D'Abate challenged the Shire Council's denial of his request for permission to build a new two-story dwelling. The denial was based on the finding that the new building would intensify development in a floodplain. ",,
,7285,"Litigation","Case decided","Permit denied",,"06/08/10","The Tribunal upheld the denial on the grounds that permission to build in the desired location would put the building in the path of flooding driven by climate change and sea level rise. ",,
,7284,"Litigation","Case opened","Case opened",,"01/07/05","Residents challenged the County Council's decision to permit construction of a two-story house",,
,7284,"Litigation","Case decided","Permit granted",,"12/04/10","The Tribunal decided to grant permission subject to the requirement that the house be elevated per Melbourne Water's recommendation (given possible sea level rise due to CC). ",,
,7283,"Litigation","Permit granted","Permit granted",,"14/10/15","Minister of Environment grants permission for the construction of a new open-cut coal mine in Queensland by Adani Mining. ",,
,7283,"Litigation","Case opened","Case opened",,"28/01/16","Australian Conservation Foundation, non-profit, challenged the decision to approve a coal mine project.",,
,7283,"Litigation","Case decided","Permit sustained",,"29/08/16","The Court decided to dismiss the application for judicial review, and mantain the permit that was granted to Adani Mining. ",,
,7282,"Litigation","Case opened","Case opened",,"07/07/05","Coast and Country Association of Queensland appealed the decision by the Ministry of Environment to grant permission for new coal mining project. ",,
,7282,"Litigation","Case decided","Appeal dismissed",,"27/09/16","The Court refused to review the Queensland Supreme Court's decision arguing that it is the lower courts' responsibility to determine factual questions, such as the scope of coal mining operations and the nature of the market for coal.",,
,7281,"Litigation","Case opened","Case opened",,"23/04/13","Earthjustice filed a petition on behalf of the Arctic Athabaskan Council alleging that Canada's lax regulations on emissions threaten the Athabaskan people's human rights. Case was filed, it has not yet been decided. ",,
,7280,"Litigation","Case opened","Case opened",,"04/04/05","Marangopoulos Foundation for Human Rights (MFHR) alleged that the Greek government was not in compliance with Greek, European, and international law because of the nature of its oversight (and partial ownership of) several lignite coal mines and coal-fired power plants. ",,
,7280,"Litigation","Case open","Evidence presented",,"12/01/06","Greek Government presented its case and asked the Committee to dismiss the complaint as unfounded. ",,
,7280,"Litigation","Case decided","Case decided",,"07/06/07","the Committee concluded that Greece had indeed violated several articles 2, 3, and 11 of the European Social Charter",,
,7279,"Litigation","Case opened","Case opened",,2010,"Global Legal Action on Climate Change (GLACC) filed a petition with the Supreme Court of the Philippines seeking relief from dangers arising from flooding.","We don't know the exact date, there is no link for the petition on out website and I couldn't find it on the Sabin website either. ",
,7278,"Litigation","Case opened","Case opened",,2017,"Greenpeace requested that Alberta's Securities Commission freeze, pending review, Kinder Morgan Canada's initial public offering (IPO) based on alleged deficiencies in its prospectus. Case is still undecided. ",,
,7277,"Litigation","Disputed License is granted",,,"25/02/15","Minister of Environmental Affairs grants authorisation for the construction of a coal-fored power station. ",,
,7277,"Litigation","Case opened","Appeal filed",,,"Earthlife Africa, non-profit, appeals the decision arguing that the EIA didn't take into account climate change. ",,
,7277,"Litigation","Appeal dismissed","License is sustained",,"07/03/16","The Ministry of Environmental Affairs maintains its decision, although it recognises CC impacts should be considered and adds an additional condition to the License: it must undertake a CC impact assessment. ",,
,7277,"Litigation","Second appeal filed","Second appeal filed",,"23/03/16","Earthlife seeks review of the decision of granting the License and of the appeal decision, alleging under CC considerations the License shoudn't be granted. ",,
,7277,"Litigation","Case decided","Case decided",,"06/03/17","The Court ruled that climate change is indeed a relevant consideration for the environmental review of the Thabametsi Project. Because the review approved by the Minister ignored climate change, the court held it to be legally invalid.",,
,7276,"Litigation","Case opened","Case opened",,"01/09/15","A group of plaintiffs who own property along in New South Wales, Australia sought damages from the local government authority, the Byron Shire Council, to cover the costs of erecting shoreline protections on their parcels and to compensate for lost value to their properties from encroaching seas. ",,
,7276,"Litigation","Case closed","Settlement agreed",,"03/03/16","The Council's insurers agreed to a settlement. ",,
,7275,"Litigation","Case opened","Case opened",,"14/09/16","Property owners filed a class action suit against Ontario's Ministry of Natural Resources seeking compensation for property damages alleging the Ministry should've warned them about flood risks. ",,
,7275,"Litigation","Case dismissed","Case discontinued",,2018,"The case was discontinued at the lead plaintiff's request.",,
,7273,"Litigation","Case opened","Case opened",,,"Various NGOs and individuals persuaded a panel of the Austrian Federal Administrative Court to overturn the government of Lower Austria's approval of construction of a third runway at Vienna's main airport. ",,
,7273,"Litigation","Case decided","Permission revoked",,"02/02/17","The Austrian Federal Administrative Court overturned the decision of approval of the construction of a third runway at Vienna's main airport. ",,
,7273,"Litigation","Case closed","Permission granted",,"01/03/18","The previous decision is repealed, the authorisation for the third runway is granted. ",,
,7274,"Litigation","Case opened","Case opened",,"15/09/16","Environmental NGOs and individual plaintiffs challenged the sale of a Swedish coal-fired power plant arguing the Swedish government's duty to care for its citizens. ",,
,7274,"Litigation","Case decided",,,,"The Court dismissed the case on the grounds that the plaintiffs had not suffered any injuries from the governmental decision. ","We don't know the date of this decision, the website only ahs the summons document, not the decision. ",
