"Id","Title","Document type","Geography iso","Geography","Jurisdiction iso","Jurisdiction","Sector","Citation reference number","Summary","Keywords","At issue","Visibility status","Legislation ids"
71,"Environment Support Group v. Union of India","Administrative Case","IND","India","IND","India",,"Application No. 06 of 2013 (SZ)","Cites a Supreme Court decision which described climate change/global warming as a ‘major threat to the environment’. 1. It is held that the applications are barred by limitation only in respect of the allotments made to the respondents/allottee Project proponents.

2. It is held that the Amrit Mahal Kaval lands allotted to the respondents/allottee Project Proponents are not forest lands.

3. In view of the discussions made and by applying the Doctrine of Sustainable Development, it is held that the respondents/allottee Project proponents are not to be restrained from carrying on their proposed projects in view of the allegations made by the applicants that the proposed project, if allowed, would cause environmental degradation and ecological imbalance. But, the respondents/allottee Project proponents shall carry on their further activities in respect of the proposed projects subject to the directions issued by the Tribunal as above obtaining necessary environmental clearance and consent for establishment as the case may from the authorities.

4. It is made clear that the respondents/allottees Project proponents who require environmental clearance and consent for establishment under the provisions of the environmental enactments are restrained from carrying out any activity either constructional or otherwise without obtaining previous environmental clearance from MoEF and consent for establishment from KSPCB as the case may be.

5. In appraisement of the facts and circumstances narrated above, the Government of Karnataka is restrained from making any further allotment in Amrit Mahal Kaval lands in Chitradurga district to any one on any reason or for any purpose. 6. In addition to directions given under different heads at appropriate sections of the judgment, the specific directions to the MoEF, KSPCB and the Allottee Project Proponents which have got to be strictly complied with.

7. In so far as the other reliefs sought for by the applicants, it is held that they are premature and the applicants are given liberty to raise the contentions both legal and factual at necessary stages at appropriate forum as and when warranted.

8. Since the matter is related to environment and ecology, there is no room for compromise. Both MoEF and KSPCB are directed to strictly comply with the observations and also directions given to them at the time of grant of environmental clearance and or consent for establishment as the case may be from the respective authorities.

The applications are disposed of accordingly. No cost.",,"Challenge to application of grant given for development.","Draft",
70,"Wilfred J v. Ministry of Environment & Forests","Administrative Case","IND","India","IND","India",,"Appeal No. 14 of 2014 and Application No. 74 of 2014","Application for, inter alia, protection of ‘areas likely to be inundated due to rise in sea level consequent upon global warming’. The appellants (applicants in Application No. 74 of 2014 hereafter commonly referred as ‘appellants) are persons interested in the protection of environment and ecology. They are persons aggrieved and affected due to the Vizhinjam Port Project (for short ‘the project’). The Appellants are fishermen belonging to families that traditionally do fishing in the project area and are representatives of the larger community of fisher folk who inhabit that area. By the project, not only the ecology and environment of that area would be affected but there would also be adverse impact on their livelihood. The Appellants are also the registered members of the Fish Workers Welfare Board formed by the Government of Kerala to give assistance to the people in the fishing occupation. This is the benchmark to determine that Appellants are sea-going fishermen. Vizhinjam International Seaport Limited (Respondent No. 3, Hereafter ‘the Project Proponent ’) formulated a project for development of Vizhinjam International Deep water Multipurpose Sea Port at Vizhinjam in Thiruvananthapuram (Trivandrum) district, in the State of Kerala. This Project involves the construction of quays, terminal area and port building and is expected to be completed in three phases. The first phase is proposed to be built on 66 hectares of land to be reclaimed from the sea. The material required for phase I reclamation is proposed to be obtained from dredging activity in the sea. This phase requires 7 million metric tonnes of stone, aggregates, sand and soil for construction of a breakwater stretching almost 3.180 Kms into the sea. This material is sought to be sourced from blasting quarries in Trivandrum and in neighbouring district of Kanyakumari in Tamil Nadu State, possibly falling in Western Ghats region. After hearing the arguments, the Tribunal directs that the matter be listed for arguments on merits.",,"Challenge to construction of port project.","Draft",
69,"Punamchand v. Union of India","Administrative Case","IND","India","IND","India",,"Application No. 10/2013(THC) (WZ)","The Applicants filed Writ Petition in the High Court of Judicature of Bombay Bench at Aurangabad, alleging that certain forest lands were being illegally diverted for non-forest purposes, which would cause felling of trees to the extent of 2.5 to 3 lakhs and that would be a great loss to the environment. By order dated October 1st, 2003, Division Bench of the High Court, transferred the Writ Petition to this Tribunal in view of Judgment of the Apex Court in the case of “Bhopal Gas Peedith Mahila Udyog Sangathan & Anr Vs Union of India” (2012) 8, SCC 326. The case of the Applicants, as can be gathered from the pleadings of the Writ Petition, is that there are ten projects as stated in the petition, which are Irrigation Projects of large scale, minor scale, Percolation Tank etc. For the purpose of these irrigation projects, the Respondents have planned to divert forest area, without taking due Forest Clearance (FC) from the competent Authority. They are likely to cut down large number of trees in the range of 2.5 to 3 lakhs, which will cause severe environmental damage. The Applicants further allege that some part of Yawal sanctuary is likely to be submerged in irrigation project called “Handya-Kundya”Project, which will affect the wildlife in the said sanctuary. So also, it will affect Teak wood and Bamboo trees within the area of said sanctuary.

The Respondent Nos.2 to 6 (2.The State of Maharashtra, 3. The Chief Conservator of Forests, Seminary hills, Nagpur, 4. The Conservator of Forests, Dist. Dhule, 5. The Deputy Conservator of Forests, Jalgaon Division 6, The Deputy Conservator of Forests, Yawal Division), resisted the petition on various grounds. According to them, total land covered by the said ten projects is 6,394.18 Ha. All the projects are for public welfare and the cost benefit ratio is more than the loss of number of trees, which is estimated during the study that was undertaken before planning of the projects. They submit that by way of compensation equal area of non- forest land was received and shall be utilized for afforestation. They further submit that they will plant large number of trees over the available land of 1423.8 Ha. The felling of trees is 133179, whereas 2562966 seedlings are sought to be planted. The project will solve the water scarcity problem faced by the local public members. It will also cause benefit to the Agriculturists, because irrigation facility will be available to them for irrigation of their lands. It is denied that wildlife is likely to be disturbed due to the projects or any part thereof.

After hearing the matter, the Tribunal gave the following directions:
• The Respondent Nos.2 to 6 shall monitor plantation of adequate number of trees, as far as possible of 1:8 ratio and make serious endeavor to protect the plants to improve survival rate of the trees.

• The projects shall be implemented peri pasu with the process of plantation, proper maintenance, rearing, monitoring, watering and protecting of plants, to ensure that when the projects are completed, the plants will be transformed as trees. 

The Application was disposed of. No costs.",,"Alleging that certain forest lands illegally diverted for non-forest purposes.","Draft",
68,"Sarang Yadwadkar v. Pune Municipal Corporation","Administrative Case","IND","India","IND","India",,"Application no. 02 of 2013","The applicants challenge the construction of the road from Vitthalwadi to National Highway-4 bypass, which is being constructed under the Draft Development Plan on the ground that the Draft Development Plan has not been approved by the State Government, no permission from Irrigation Department has been taken and the road touches the Vitthalwadi Temple and its surrounding areas which are Grade I Heritage Buildings and even permission from Archaeological Department has not been taken. This construction, according to the applicants, is bound to cause massive environmental, ecological and social damage. The construction of the road is being carried out in the river bed i.e. within the “blue line”. Thus, the applicants pray that the on-going construction work should be stopped immediately and the respondents; any other person or agencies should be restrained from dumping any debris or construction material; the entire debris and soil dumping should be directed to be removed and finally the boundaries of the river should be expressly defined and marked by the local government in conjunction with Irrigation Department and the Archaeological Department.

According to a new Draft Development Plan, Vithalwadi was included in the Pune Municipal Corporation. The Construction is part of the new Draft Development Plan.

According to the applicants, the Respondents (Pune Municipal Corporation) are constructing the road within the Mutha river bed itself and have elevated the level of the road by 20 ft. to 30 ft. by way of illegal dumping rubble and earth and tens of thousands of truckloads of debris and soil are dumped right in the river bed for elevating the road. As a result, there has been reduction of the width of the river Mutha by about 55% and it is bound to result in increased floods in the surrounding densely populated residential areas during rainy season.

The applicants, have raised two specific grounds – one that the road is being constructed by the respondents into the river bed (i.e. blue line) and secondly huge dumping of debris have caused destruction of the riparian zone along the Mutha river.

The Respondents have put forth the reasons for the construction of the road: (i) Serve a public purpose of reducing traffic congestion on Sinhagad Road, (ii) Save the Dam, (iii) Reduce fuel consumption, and (iv)Consequently reduce vehicular pollution. In nutshell, it was going to serve a public purpose. According to them, the environment and ecology is going to benefit from this Road. 

The Tribunal is therefore expected to derive a balance between the apprehended environmental and ecological damage on the one hand and the need for construction of the road with its economic advantages on the other. Keeping in mind the public interest, that by imposition of certain conditions, environmental and ecological interests can be safeguarded, The Tribunal permitted Respondents to complete the project. Accordingly, the following conditions were imposed subject to which the project could continue:

(a) Respondents would be permitted to carry out and complete the project of building only 24 metre wide road from Vitthalwadi to NH-4 bypass as strictly and subject to the conditions stated hereinafter.
(b) Respondents shall make every effort to realign the road to bring it as far as possible closer to and beyond the blue line. It shall ensure to extend the least part of the project in the river bed/blue line. 
(c) The road/project shall be constructed on elevated pillars alone in the area that falls within the blue line.
(d) Respondent will remove the debris dumped at the present site and shift the same to the red line by following 1 in 25 years rule. 
(e) A massive plantation should be undertaken on both sides of the river, also in the no-development zone by Respondents as well as the State Government of Maharashtra. Adequate protective measures should be undertaken to prevent flooding and submerging of the residential area along the proposed road. 
(f) The conditions imposed by the Chief Engineer, Irrigation Department shall mutatis mutandis be part of the Tribunal’s directions. 
(g) Respondents shall take appropriate steps against unauthorised constructions, if any, raised on and inside the blue line and pass order of demolition or such other order as is permissible in accordance with law. The Tribunal also directed the said authorities to ensure that no encroachment is permitted and no construction in future is permitted on and inside the blue line of the river Mutha. 

If the conditions imposed under this order are found to be onerous by the State, particularly Respondent No.1 (Pune Municipal Corporation), then they can even give up the project on river Mutha as an alternative road on the other side of the river has already been constructed to provide the connectivity. In the event the Department decides to give up the road project, it shall be incumbent on it to remove all debris from within the blue line that has been used to create the high rise road segment. It is stated to be a 100 ft. wide road on the left bank of the river Mutha giving connectivity with the same bypass. Thus, in the present case,
Respondent No.1 has options and alternatives available to it while ensuring that both the public interest and the environment do not suffer.",,"Challenge the construction of a road.","Draft",
67,"Vimal Bhai v. Ministry of Environment & Forests","Administrative Case","IND","India","IND","India",,"Appeal No. 5 of 2011","This appeal is filed being aggrieved by the grant of Forest Clearance (for short FC) accorded by the First respondent through its Order No. 8-65/2009 – FC dated 3rd of June 2011 under which deforestation of 80.507 hectares of government forest land diverted for construction of 65m high diversion dam across river Alakhnanda near village Helong in Chamoli District of Uttarakhand State for the purpose of generating hydroelectricity power.

The Environmental Clearance (for short EC) was already granted as early as 22nd August 2007 by the Ministry of Environment and Forest (for short MoEF). It has been more than three years, and the EC has not been challenged so it is valid. Thus, the only challenge made is for the grant of FC and not EC.
Appellant No. 1 is a Gandhian Social Activist working for the Environment Protection and Peoples’ right over the natural resources in middle Himalaya area since 1988. Appellant No. 2 is an economist and a former Professor of Indian Institute of Management, Bangalore and lives on the bank of the river Alaknanda. Appellant No. 3 is a Social Activist and elected as Van Sarpanch of Village Naurakh. All of them are affected by the FC of the Vishnugad-Pipalkoti hydro power project in which construction of a 65m high diversion dam across river Alaknanda at Helong Village, Chamoli district of Uttarakhand State is proposed. 

The total land requirement of the project is about 120 hectares. Out of which, about 40ha is agriculture land and about 80 hectares is government forest land. The grant of FC in the present case was substantially based on the study made by Indian Institute of Technology, Roorkee (for short IITR) and Wildlife Institute of India, Dehradun (for short WII). As per the scope of work, “effectiveness of mitigative measures and compliance of stipulated conditions on which various projects earlier have been examined”, was to be completed, however, no such study was conducted. Thus, the recommendation of the Forest Advisory Committee (for short FAC) was based on non-existent study and as such is arbitrary and whimsical. The Respondents No. 1 to 3 have filed their detailed relies. According to them, all the allegations made and the grounds raised in the appeal are all baseless and liable to be rejected.

The following questions arise for considerations in this appeal-
a) Whether the appellants can be called as aggrieved and /or injured “person(s)” as defined under the National Green Tribunal (for short NGT) Act and the appeal is maintainable by them:
A reading of Sections 2(j), (i) to (viii) of the National Green Tribunal Act, 2010 would reveal that any individual, Hindu undivided family, Company, Firm, an association of persons or a body of individuals whether incorporated or not, trustees of a trust, a local authority and every artificial juridical person not falling within any of the preceding sub-clauses, would indicate “person” who can maintain an application/appeal under the NGT Act. But, it is the argument of the learned counsel of the Respondent that even the above defined person shall be a person either aggrieved or injured directly or indirectly and not otherwise. The only exception to be made for treating an appeal/application as not maintainable could be a matter which falls beyond the seven (7) Acts as notified in Schedule I of the NGT Act 2010 and in a case of mala-fide and vexatious litigation brought before this Tribunal and not otherwise.

The statutory provisions are subservient to the constitutional mandates. The person as defined or person aggrieved as occurs in Sections 2(j), 16 and 18 (2) of the NGT Act cannot be placed above “every citizen” as appears in Article 51A of the Constitution of India. Once the mandate is of every citizen, any person can approach this Tribunal complaining environmental threat in the activities of the State or any organization or individual.

Therefore, the appellants are interested persons in the environment and ecology of the area, though they are not directly affected/ injured at this point of time. But, they can be definitely called aggrieved persons since they apprehend some danger, if the project is launched without taking proper precautions.
b) Whether the appellants are justified in raising grounds that may be available for challenging the EC or its conditions in the guise of challenging the grant of present FC:

Admittedly, the EC was granted to the project on 22nd August, 2007 and no challenge was made to EC. The FC alone is under challenge in this Appeal. Therefore, the submission made by learned counsel for the appellant that all the issues that arise from the EC can also be raised in this appeal cannot be countenanced and accepted. But an exception can be made when the issues overlap i.e. the issues that were considered at the time of grant of EC and again while granting FC, since they are considered one after the other, independently.

c) Whether the FC granted in favour of project proponent is in consonance with the principles of sustainable development and precautionary measures:

The appellants have raised grounds pertaining to negative impact of tunneling on water springs and its subsequent impact on forests and agriculture; Methane emissions from reservoirs; deterioration in water quality due to less absorption of beneficent chemicals; loss of aesthetic and ‘non-use values’; value of free-flowing rivers; breeding of mosquitoes in reservoirs and the negative impact on health; deprivation of sand and fish to local people; negative cultural impacts; and negative impact of blasting/ tunneling, etc. Whereas the respondents have filed detailed replies countering the allegations and relied on various documents/ reports starting from Environment Impact Assessment/Environment Management Plan report, Geological reports, Appraisal documents for World Bank loan, etc.

The process of analyzing cumulative effects is an enhancement of the traditional EIA components: (i) scoping, (ii) describing the affected environment, and (iii) determining the environmental consequences. The Cumulative Impact Assessment f(or short CIA) studies in the instant case were awarded to IITR & WII separately with elaborate TOR and time bound deliverables as evidenced from the material placed on record. 

With regards to question pertaining to environmental flow, though originally part of EC, it is argued that the MoEF has stipulated at Para (xi) of the FC that minimum environmental flow as recommended in IITR study report shall be released whereas, the environmental flow determined by IITR is erroneous owing to limited data, non-use of Building Block Method and mechanical application of other methodologies as examined by Mr. Himanshu Thakkar and Parineeta Dandekar of South Asian Networks on Dams, Rivers and People. In this context, a study of International Water Management Institute (for short IWMI) has been quoted that gives environmental flow recommendations for the Ganges basin. The learned judges are of the considered opinion that the stipulations regarding environmental flow certainly follow the sustainable development and precautionary principles.

“We are of the opinion that there are no substantial merits calling for our interference into the FC, in question, granted by the Respondent No. 1. “

The appeal stands disposed of subject to the following directions: 
1. Integrated CIA Report preparation: The first respondent shall setup an appropriate committee of experts drawn from IITR and WII in the preparation of CIA report of the five projects considered in WII report to integrate the physical, biological and social impacts in making comprehensive cumulative impact assessment report and frame appropriate conclusions and recommendations within a reasonable timeframe for consideration and final review by the Ministry of Environment and Forest to avoid any unforeseen environmental and ecological threat in the study area. If this direction is not carried out, the appellant is at liberty to take appropriate steps as required under the law.

2. Preparation of Cost Benefit Analysis Norms: Considering the need for better procedures in making sound evaluation of the forest land diversion proposals, following options for cost benefit analysis shall be explored for future proposals:

a. the guidelines for cost benefit analysis may be updated/modified to provide clear instructions regarding the various cost and benefit elements to be incorporated for the purpose of arriving at cost benefit ratio; and
b. the cost benefit analysis for each proposal received for diversion of forest land shall be done adopting the prescribed procedure.",,"Challenge to the construction of a dam.","Draft",
66,"Shirish Barve v. Union of India","Administrative Case","IND","India","IND","India",,"Application No. 38/2013 (WZ)","Applicants argued, inter alia, that issues like climate change had not been considered when planning a bypass road. The Applicants have filed the present Application under Section 14, 15, 17 and 18 of the National Green Tribunal Act, 2010 challenging the proposed Jalgaon bypass road of the National Highway No.6 which has been proposed by Respondent No.2 i.e. National Highway Authority of India (NHAI). The Applicants claim that the present Application has been filed to salvage the high fertile and productive land from the proposed bypass road which is not required and this unnecessary proposal of having a by-pass which would create livelihood problems for many farmers and change in land use thereby affecting the environment.
On hearing the contentions of both appellants and respondents the Tribunal held that;
It would partially allow the Application with following directions to Respondent No.1 and 2: 
• Respondent-2 (NHAI) shall submit a detailed upgradation proposal for the existing road passing through Jalgaon city by proper laning and strengthening of road, provision of traffic aids etc. within next three months. 
• This project shall be undertaken along with the proposed bypass project and this work will be given priority over the proposed bypass to ensure that it is commissioned and made operational before the approval and implementation of proposed bypass road. 
• Respondent-3 (The Collector, Jalgaon) shall ensure the compliance of these directions of the Tribunal. 
Accordingly, the Application is disposed of.",,"Challenge the construction of a road.","Draft",
65,"Tribunal at its own motion v. Ministry of Environment & Forests","Administrative Case","IND","India","IND","India",,"Application No. 16/2013(CZ)(Suo Moto)","In the Bhopal edition of daily newspaper ‘Times of India’ dated 10 April 2013, a news item was published on the front page under the caption ""Dolomite mining a threat to Tiger corridor in Kanha - Foresters want ban on mining in Mandla District"". Considering the gravity of the news item suo-motu cognizance was taken by this tribunal and notice was issued to the Respondent Nos. 1 to 6 on 10th April, 2013 with a direction to place on record the particulars of Mining Leases (in short 'ML') mentioned in the news item. In response to the above notice, the Respondent No.5, Madhya Pradesh State Pollution Control Board (in short 'MPPCB') submitted reply dated 29th April, 2013 stating that the officials of the MPPCB inspected the Dolomite mines in Mandla District and monitored the Ambient Air Quality (in short 'AAQ') in different locations where Consent to Operate the mines was granted to 36 ML holders. Out of 36 mines, 26 mines are having valid Consent to Operate and during the inspection, they were found to be under operation. Of the remaining 10 mines for which Consent to operate has expired, it was found that two mines are still under operation which is irregular and eight mines are closed. Therefore, show cause notice was issued for closure of the aforesaid two mines. With regard to AAQ it is reported that the standards are within the permissible limits and no pollution is observed. However, not satisfied with the above reply of the MPPCB, during the hearing of the case on 1 May 2013 this Tribunal directed the MPPCB to furnish full particulars of all the Dolomite mines in Mandla District.
After considering the arguments of both the parties the Tribunal directed that a meeting be convened immediately at the highest level under the chairmanship of the Chief Secretary to the Government of Madhya Pradesh involving the officials of the State Forest Department, National Tiger Conservation Authority, Officer in-charge of Regional Office, MoEF, Bhopal, Principal Secretaries, Environment and Mines and Minerals, Government of Madhya Pradesh, Chairman, State Pollution Control Board, Madhya Pradesh, District Collector, Mandla and examine and take following actions in accordance with law duly fixing a time limit for each of the issues to be taken up and completed with promptitude by the authorities concerned. 
i.) Necessary penal action shall be initiated against those ML holders who were found violating the provisions of Water (Prevention & Control of Pollution) Act, 1974 and Air (Prevention & Control of Pollution) Act, 1981 as well as the ML conditions and Forest Act and even revoking their license if repeatedly found violating the provisions of law. 

ii.) Though, ML area of most of the mines is limited and below 5 hectares, they are located in clusters in the limits of discussed 6 villages. Heavy human activity in these clusters involving high concentration of labour, deployment of machinery, movement of trucks to and from the mine sites shall definitely have a cumulative impact. Therefore, it may be examined whether these mines require cumulative Environment Impact Assessment (EIA) study and then only granting EC under cluster approach as envisaged in EIA Notification, 2006 and amendments made therein from time to time and in accordance with guidelines issued by the MoEF from time to time. In the meanwhile, movement of vehicles and mining activities shall be regulated in consultation with the Forest Department to not disturb the wildlife in the area. 

iii.) The reply filed on behalf of the State Govt. functionaries reveal that there is no coordination between the Mining and Forest Departments at least in case of those mines which are located in the Forest area and which are in close proximity to the forest boundary. In the reply filed on behalf of the Respondents No. 2, 3, 4 and 6 it was stated that the local Forest officials have expressed their deep concern pertaining to the mines sanctioned in the Reserved Forest and mine operators are required to obtain transit passes from the Forest Department. It was also stated that the ML conditions are not informed to the Forest Department and the ML holders are also reluctant to provide the information to the Forest Department. There is a need to put full stop to this state of affairs and streamline the entire procedure of sanctioning & operating the mines. The Government should evolve a suitable mechanism to avoid such conflicting situation and ensure coordination among all the law-enforcing authorities in the state. 
iv.) The irregularities pointed in the reply filed by the Regional Office, MoE
F shall be taken up seriously and all the mines found violating the provisions & ML conditions as well as Environmental laws should be dealt with seriously in accordance with law. 
v.) Keeping in view the concern expressed by the NTCA in their affidavit dated 25.02.2014 dealt herein, all the necessary caution needs to be taken before reviewing the existing MLs and granting / renewing EC and also before granting the Consent to Operate the mines. 
vi.) Even though the mines are under operation for a long period, it is surprising to note that such grave irregularities have been noticed only during the inspection of mines by the officials of the Regional Office, MoEF that too after the case was taken up suo motu by this Tribunal and no record was placed before us to the effect that any severe action has been taken against the defaulting ML holders. The Chief Secretary shall get the whole issue enquired and initiate action against the erring officials if it is found that they indulged in dereliction of duty by allowing the mines to continue to operate violating the law. 
vii.) With regard to those mines which are located on the boundary of the notified forest itself the issue may be examined in details and action may be taken to revoke their license in accordance with law, if no such provision of granting MLs touching the notified forest boundary, exists. 

With the above directions, Tribunal disposed of this Application. To ensure compliance of the order, it was directed that the matter be listed in the Court on 31 July 2014.",,"Challenge to the pollution impacts of a mine operation.","Draft",
64,"Greenpeace Norway v. Government of Norway","Administrative Case","NOR","Norway","NOR","Norway",,"[no citation available]","<table width=""121"">
<tbody>
<tr>
<td width=""121"">Two environmental NGOs sought a declaratory judgment from the Oslo District Court that Norway’s Ministry of Petroleum and Energy violated the Norwegian constitution by issuing a block of oil and gas licenses for deep-sea extraction from sites in the Barents Sea. Their petition highlighted several key factual points:

-- the licenses would allow access to as-yet undeveloped fossil fuel deposits, and such development is inconsistent with the climate change mitigation required to avert global warming of 1.5°C and possibly even 2°C in excess of pre-industrial levels;
-- the area made accessible by the licenses would be the northernmost yet developed, and would abut the ice zone—thus rigs and tankers would be exposed to unprecedented risks of damage and spills, and their operation would deliver emissions of black carbon to the highly sensitive arctic; and
-- the Norwegian government will incur costs to develop the sites, and will only recoup those costs if the oil and gas they produce commands and adequately high market price.

It situated these points in a legal context shaped most fundamentally by article 112 of the Norwegian Constitution, which establishes a “right to an environment that is conducive to health and to a natural environment whose productivity and diversity are maintained.” Other constitutional provisions cited in the petition as relevant to the licensing decision included those requiring government action to be consistent with: the precautionary principle; the no harm principle as it applies both domestically and to citizens of other countries; and human rights protections.

The Oslo District Court ruled in favor of the Norwegian Government on January 4, 2018. The court recognized that Article 112 of the Constitution is a rights provision, but found that the government did not violate any relevant rights because it had fulfilled the necessary duties before making the licensing decision. The court also declared that, “[e]missions of CO2 abroad from oil and gas exported from Norway are irrelevant when assessing whether the Decision entails a violation of Article 112.” In its assessment of whether the government had fulfilled its duties in regard to tradition environmental harm or other climate effects, the court noted that the Storting, (the Norwegian Parliament), had broadly agreed to open the Barents Sea South-east to licensing and had considered proposals to halt that licensing or review whether it was inappropriate in light of the goals of the Paris Agreement on climate change. According to the court’s decision, the involvement of the Storting could be found in itself sufficient to indicate that the duty to take measures had been fulfilled.

Greenpeace Nordic and Nature and Youth have filed an appeal of the district court’s decision. Appellants allege that “[t]he District Court erred in interpreting Article 112 in such a way that it limits the duty of the Norwegian government to guarantee the right to a healthy environment.” They argue that the court interpreted Article 112 too restrictively in reaching the determination that Norway is only responsible for the greenhouse gas emissions released within Norwegian territory. A translation of the appeal is forthcoming and will be posted as soon as possible.</td>
</tr>
</tbody>
</table>",,"Challenge approval of permit for oil and gas development","Draft",
63,"Lliuya v. RWE","Administrative Case","DEU","Germany","DEU","Germany",,"2 O 285/15","In November 2015, Saúl Luciano Lliuya, a Peruvian farmer who lives in Huaraz, Peru, filed claims for declaratory judgment and damages in a German court against RWE, Germany’s largest electricity producer. Lliuya’s suit alleged that RWE, having knowingly contributed to climate change by emitting substantial volumes of greenhouse gases (GHGs), bore some measure of responsibility for the melting of mountain glaciers near his town of Huaraz, population 120,000. That melting has given rise to an acute threat: Palcacocha, a glacial lake located above Huaraz, has experienced a substantial volumetric increase since 1975, which has accelerated since 2003. Lliuya presented several legal theories in support of his claim, including one that characterized RWE's emissions as a nuisance that Lliuya had incurred compensable costs to mitigate. Acknowledging that RWE was only a contributor to the emissions responsible for climate change and thus for the lake's growth, Lliuya asked the court to order RWE to reimburse him for a portion of the costs he and the Huaraz authorities had incurred to establish flood protections. That portion was 0.47% of the total cost -- the same percentage as Lliuya's estimate of RWE’s annual contribution to global greenhouse gas emissions.

The court dismissed Lliuya’s requests for declaratory and injunctive relief, as well as his request for damages. The court noted that it could not provide Lliuya with effective redress (Lliuya's situation would not change, the court said, even if RWE ceased emitting), and that no “linear causal chain” could be discerned amid the complex components of the causal relationship between particular greenhouse gas emissions and particular climate change impacts.

On November 30, 2017, the appeals court recognized the complaint as well-pled and admissible. The case will move forward into the evidentiary phase to determine whether the Lliuya’s home is (a) threatened by flooding or mudslide as a result of the recent increase in the volume of the glacial lake located nearby, and (b) how RWE’s greenhouse gas emissions contribute to that risk. The court will review expert opinion on the RWE’s CO2 emissions, the contribution of those emissions to climate change, the resulting impact on the Palcaraju Glacier, and RWE’s contributory share of responsibility for causing the preceding effects. While the facts of this case must still be adjudicated, the court’s recognition that a private company could potentially be held liable for the climate change related damages of its greenhouse gas emissions marks a significant development in law.",,"Flood risk from climate change","Draft",
62,"Advisory opinion No 016-13-DTI-CC","Administrative Case","ECU","Ecuador","ECU","Ecuador",,"Advisory Op. No 016-13-DTI-CC","The Ecuadorian Constitutional Court is asked to review the constitutionality of a bilateral treaty on climate change, biodiversity and sustainable development between Ecuador and Peru. The court considered that the treaty was in line with the constitution and that its provisions abide the spirit of the constitution. However, the court recalled that for the procedure to be fully constitutional, this international agreement must be approved by the parliament",,"The Ecuadorian Constitutional Court is asked to review the constitutionality of a bilateral treaty on climate change, biodiversity and sustainable development between Ecuador and Peru.","Draft",
61,"Fédération environnement durable et autres (Schéma régional du climat, de l’air et de l’énergie- Schéma régional éolien)","Administrative Case","FRA","France","FRA","France",,"2014-395 QPC","The Constitutional Council is asked to review the conformity of articles L.222-1 to L.222-3 of the Environmental Code with the Constitution. It decided that article L.222-2 does not comply with the Constitution. The applicants claimed that these dispositions violated the principle of public participation (art.7 of the Charter of the Environment).  In addition, they claimed the legislator disregarded the extent of its competence, and the intelligibility of the law (art. 34 of the Constitution) because he did not provide enough criteria to delimitate part of territories favorable to the development of wind energy. The Constitutional Council rejected the argument of violation of article 34 of the Constitution, and examined only the violation of the public participation principle. The climate, air quality and energy plan, as well as the annexed local wind energy plan, define the objectives and directions for environmental preservation. Consequently, both kinds of documents are public decisions having an impact on the environment. The code for the environment provides that the projects of local climate, air and energy plan are available to the public in electronic form, for a minimum period of 1 month, to allow its participation. The modalities of application are set by decree (art.L.222-2 Environmental Code). The Constitutional Council decided that the legislator simply stated the principle of public participation without defining the conditions and limits under which this right should be exercised. The legislation contains no provisions ensuring the implementation of the principle of public participation. Consequently, the first sentence of art.L.222-2 of the Environmental Code is unconstitutional.",,"The Constitutional Council is asked to review the conformity of articles L.222-1 to L.222-3 of the Environmental Code with the Constitution.","Draft",
60,"Keiller v. Information Commissioner (EA/2011/0152).","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,"EA/2011/0152","A request was made to the University of East Anglia for the release of a copy of an email. The email attached information that was being used to support a claim that academics from the University had manipulated data to support arguments for climate change. The Information Commissioner initially ruled that, as the email had been deleted by its sender, it was no longer ?held? under the Environmental Information Regulations 2004, and therefore did not need to be disclosed in response to the request, even though it was stored on the University’s back-up system. The Information Tribunal has disagreed with the Information Commissioner’s ruling, and ruled that, if the email still existed, it was still ?held? and therefore the University should disclose the email or issue a valid refusal notice. Whilst this ruling relates to the Environmental Information Regulations, it is based on the same principles as disclosures under the Freedom of Information Act 2000 and is an interesting precedent.",,"Disclosure of an e-mail","Draft",
