"Id","Title","Document type","Geography iso","Geography","Jurisdiction","Citation reference number","Summary","Sectors","Responses","Keywords","At issue","Visibility status","Legislation ids"
"7287","Fetterplace v Mornington Peninsula Shire Council","Case","AUS","Australia","Australia","[2010] VCAT 1549","Mr. Fetterplace appealed the shire council's denial of building permission, which the council had justified on various grounds, including the risk of climate change-driven coastal flooding. The Tribunal considered the coastal vulnerability assessment submitted by an expert and emphasized, before rejecting the council's arguments and ordering it to grant building permission, the importance of assessing future flood risk as opposed to merely extrapolating past flooding patterns into the future.","","Adaptation","","Permission to build in area at risk from coastal flooding","Published",""
"7286","Fetherston v Wollongong City Council","Case","AUS","Australia","Australia","[2016] NSWLEC 1527","Mr. Fetherston, who had been denied permission to build a two-story dwelling by the Wollongong City Council, appealed that denial, arguing among other things that the design made adequate provision for flood risk. Before ordering the council to grant the permit, the court considered evidence on flooding from two experts, one of whom presented evidence of the effects of climate change. The court, noting that the Wollongong Development Control Plan did not require planning review to incorporate climate change impacts, accepted the submission of the flood expert who had not evaluated climate risk.","","Adaptation","","Permissions to develop in spite of flood risk","Published",""
"7285","D'Abate v East Gippsland Shire Council & Others","Case","AUS","Australia","Australia","[2010] VCAT 1320","Mr. D'Abate challenged the Shire Council's denial of his request for permission to build a new two-story dwelling. That denial was based on the East Gippsland Catchment Management Authority (EGCMA) finding that the new building would impermissibly intensify development in a floodplain. The Tribunal disagreed with the EGCMA's assessment of the flood risk but upheld the denial nonetheless on the grounds that permission to build in the desired location would put the building in the path of flooding driven by climate change and sea level rise. The Tribunal also noted that the Shire Council faced the difficult task of making planning decisions amid a policy context in which the developing understanding of climate change impacts was leading to the imposition of new state-wide restrictions.","","Adaptation","","Permission to develop in a floodplain","Published",""
"7284","Cadzow Enterprises Pty. Ltd. v. Port Phillip City Council","Case","AUS","Australia","Australia","[2010] VCAT 634","Residents challenged the County Council's decision to permit construction of a two-story house near Port Phillip Bay. Though the residents did not make arguments related to climate change or flooding, the Tribunal did, sua sponte. Specifically, it sought information from the regional flood control authority, Melbourne Water, about changes to flood risk driven by sea level rise. That query prompted Melbourne Water to examine the property and recommend requiring the house be elevated substantially above what was called for in the permitted design. The Tribunal found that this recommendation reflected the best available information and, citing the precautionary principle and principle of intergenerational equity, authorized grant of the permit subject to the requirement that the house be elevated per Melbourne Water's recommendation.","","Adaptation","","Relevance of sea level rise and flood risk to grant of planning permission for house construction","Published",""
"7283","Adani Mining Pty. Ltd. v. Land Services of Coast & Country Inc. & Others","Case","AUS","Australia","Australia","[2015] QLC 48, [2016] FCA 1042","<div>This case dealt with a challenge to the Minister's approval of an Environmental Assessment (EA) of the proposed Anvil Hill Project coal mine, which was expected to produce about 10.5 million tons of thermal coal for domestic and foreign power plants annually for 21 years. That EA considered the mine's expected Scope 1 and 2 greenhouse gas emissions, but not its Scope 3 emissions. The court declared that approval void on the grounds that it was at odds with the language of the Environmental Planning and Assessment Act (NSW) 1979 and with the principles of precaution and intergenerational equity—""the environmental assessment must be broad, as a matter of law."" These, contrary to the Minister's view, warranted consideration of Scope 3 emissions given the circumstances of the mine and the sufficient degree of evident causation between its Scope 3 emissions and adverse environmental impacts in New South Wales.</div>","Energy","Mitigation","Coal","<div>Consideration of Scope 3 emissions in EIA for planned coal mine</div>","Published",""
"7282","Coast and Country Association of Queensland Inc. v. Smith","Case","AUS","Australia","Australia","[2016] QCA 242","<div>New coal mines in Queensland, Australia may only receive permits after completion of a review pursuant to the Mineral Resources Act 1989 (Qld) and of an environmental impact assessment (EIS) pursuant to the Environmental Protection Act 1994 (Qld). By refusing to review the Queensland Supreme Court's decision in Coast and Country Association of Queensland Inc v. Smith, the High Court of Australia effectively resolved a question about this review process, namely how to interpret the emissions of coal burned by the end-user of Australian coal. Environmentalists have long argued that even though coal emissions are remote from the mine, they should be considered in EIAs because they are a foreseeable result of mining and would not necessarily occur if the coal were not dug out of an Australian mine. The opposing view holds that coal combustion is physically remote from mining operations, that demand rather than supply drives the market for coal (meaning that mining more Australian coal does not necessarily cause more emissions globally), and that the Environmental Protection Act therefore does not require consideration of coal combustion emissions in EIAs for mines. The Coast and Country decision adopts the latter view. The High Court has not, by refusing to review the Supreme Court of Queensland's decision, endorsed that court's reasoning, but it has indicated that it will not take up cases challenging the conclusion in Coast and Country regarding the proper scope of a mine's EIA. Legally, the basis for that conclusion relates to lower courts' responsibility for determining factual questions, such as the scope of coal mining operations and the nature of the market for coal. Practically, that conclusion means that environmentalists cannot expect to persuade Queensland courts that the Environmental Protection Act 1994 (Qld) requires consideration of whether a new coal mine will increase global greenhouse gas emissions.</div>","","Mitigation","","<div>Determine scope of environmental impacts to be considered on review of proposed coal mining operation</div>","Published",""
"7281","Petition to the Inter-American Commission on Human Rights Seeking Relief from Violations of the Rights of Arctic Athabaskan Peoples Resulting from Rapid Arctic Warming and Melting Caused by Emissions of Black Carbon by Canada","Case","INT","International","Inter-American Commission on Human Rights","[no citation available]","<div>A petition filed by Earthjustice on behalf of the Arctic Athabaskan Council alleges that Canada's fragmentary and lax regulations of black carbon emissions threaten the Athabaskan people's human rights. The petition describes that the arctic is witnessing disproportionately large rates of warming, and alleges that this warming is having significant adverse impacts on the Athabaskan people. Those impacts include ecological disruptions that make hunting and fishing more difficult and dangerous, changes to regional topography of cultural significance, and the compromising of the Athabaskans' ability to make sense of their environment for purposes ranging from subsistence to maintenance of cultural traditions. The petition connects these impacts and the warming that causes them to black carbon by explaining that it is a pollutant with severe climate-forcing effects, including the substantial reduction in albedo (reflectivity) of snow and ice. According to the petition, Canada's failure to regulate black carbon emissions effectively is the beginning of a causal chain that ends in the violation of the Athabaskans' rights to enjoy the benefits of their culture, to property, to the preservation of health, and to their own means of subsistence as established by the American Declaration of the Rights and Duties of Man. That failure also, according to the petition, results in violations of Canada's duties to avoid transboundary harm and to protect the environment consistent with the precautionary principle. The petitioners, anticipating arguments that they failed to pursue remedies via administrative proceedings in Canada and its provinces, explain that such an approach was not feasible for the Athabaskans. For relief, the petitioners request: investigations via onsite visit and a hearing before the Commission; a declaration by the Commission that Canada's failure to regulate domestic black carbon emissions violates the American Declaration; and establishment and implementation of a plan to protect the Athabaskan people in coordination with the petitioners and the Athabaskans themselves.</div>","","Mitigation","","<div>Address effects of black carbon on the Athabaskan people via arctic warming</div>","Published",""
"7280","Marangopoulos Foundation for Human Rights (MFHR) v. Greece","Case","INT","International","European Committee on Social Rights","Complaint No. 30/2005","<div>The Marangopoulos Foundation for Human Rights (MFHR) alleged that the Greek government was not in compliance with Greek, European, and international law owing to the nature of its oversight (and partial ownership of) several lignite coal mines and coal-fired power plants. Among the legal authorities cited, perhaps most central to MFHR's claims was Article 11 of the European Social Charter of 1961; that article protects citizens' right to a clean environment by requiring, among other things, restrictions on pollutants known to compromise human health. MFHR's allegations ranged from the government's failure to prepare adequate environmental impact assessments, to its lax enforcement of pollution control measures, to its failure to achieve reductions in the emission of conventional pollutants and greenhouse gases, to its lack of labor protections. After considering the Greek government's rebuttals, e.g., that it had begun tightening its environmental enforcement regime vis-à-vis the coal mines and power plants at issue, the Committee concluded that Greece had indeed violated several articles 2, 3, and 11 of the European Social Charter.</div>","","Mitigation","","<div>Greece's governance of coal mines and power plants with respect to those facilities impacts on the environment, human health, and occupational health and safety</div>","Published",""
"7276","Ralph Lauren 57 Pty. Ltd. v. Byron Shire Council","Case","AUS","Australia","Australia","[2016] NSWSC 169","<div>A group of plaintiffs who own property along Belongil Beach in New South Wales, Australia sought damages from the local government authority, the Byron Shire Council, to cover the costs of erecting shoreline protections on their parcels and to compensate for lost value to their properties from encroaching seas. Plaintiffs alleged that the need for those protections and the cause of the properties' partial loss of value was the fault of the Council. In the 1960s and 70s, the Council constructed a form of hard shoreline armoring—""an artificial headland protected by a rock seawall."" Then, between 2006 and 2010, the Council issued draft planning documents (i) prohibiting the plaintiffs from armoring their own segments of shoreline and (ii) proposing a policy of managed retreat in response to rising seas and an encroaching shoreline. The Coastal Protection Act provides that such plans only become final and effective after approval by the New South Wales Minister for Planning; the Council withdrew its draft Coastal Zone Management Plan in May 2011, before the Minister considered it. Plaintiffs presented two alternative theories in support of their claim: either that the Council was negligent for installing hard shoreline armoring that has since displaced wave action to plaintiffs' adjacent portions of beach, worsening erosion there; or that the council's armoring constitutes an instance of public nuisance. Plaintiffs also argued that their injury was compounded by the Council's issuance and withdrawal of planning documents, and persistent position that managed retreat is the preferred policy response to shoreline encroachment. After the plaintiffs' suit survived a motion to dismiss in March 2016, the Council's insurers, who had been steering the defense in the case, agreed to a settlement. As a result, the court never determined legal liability for the claims alleged. The settlement's terms bar the Council from removing existing coastal armoring (chiefly rock, concrete, and rubble barriers) on the plaintiffs' parcels unless the plaintiffs agree to such removal. Should plaintiffs want to add to that armoring, the must apply within one year of the settlement, dated August 2016, and then must make the requested additions within one year of approval of their application. Any subsequent repairs or additions may only be proposed after 20 years, and the Council has not guaranteed that such proposals would be approved.</div>","","Adaptation","","<div>Seek declaratory judgment and damages in relation to shoreline armoring restrictions and policy of planned retreat</div>","Published",""
"7271","Hancock Coal Pty. Ltd. v. Kelly and Department of Environment & Heritage Protection (No. 4)","Case","AUS","Australia","Australia","[2014] QLC 12","Hancock Coal Pty Ltd. v. Kelly and Department of Environment and Heritage Protection (No. 4) [2014] QLC 12. This decision concerned the Alpha Coal Project, a large-scale coal mining project proposed by Hancock Coal in the Galilee Basin. The predominant use of land in this area is pastoral, specifically livestock grazing. Landowners, the Coast and Country Association of Queensland, and the Mackay Conservation Group challenged the proposed mine, arguing that there were significant uncertainties about the impact of mining on groundwater supplies, the mining company improperly refused to conduct a cumulative impacts analysis of all mining operations in the area, and that the project would contribute to climate change. The Land Court held that it was appropriate to consider the impact that the authorised mining activities would have on groundwater supplies. It found that the mining company's modeling of potential groundwater impacts outside the mining lease area was insufficient.  ""There are clear environmental concerns regarding this mining project, which is why I am recommending a precautionary approach be undertaken."" Para. 396. Upon finding that ""good reason has been shown for a refusal to grant the mining lease,"" the Land Court recommended that the project be refused or, alternatively, strict conditions be imposed to ensure that mining will not affect the landowners' groundwater supplies.  Para. 412.","","Adaptation","","Challenge to refusal of grant to build a coal mine.","Published",""
"7269","United Kingdom of Great Britain and Northern Ireland v. Commission of the European Communities","Case","EUR","European Union","European Union","[2005] Case C-61/03","<div>Article 1 of Directive 2003/87/EC of the European Parliament and of the Council of 13 October 2003 establishing a scheme for greenhouse gas emission allowance trading within the Community ('the Directive') provided This Directive establishes a scheme for greenhouse gas emission allowance trading within the Community in order to promote reductions of greenhouse gas emissions in a cost-effective and economically efficient manner.'Article 9(1) of the Directive provided that each Member State was to develop a national plan stating the total quantity of allowances that it intended to allocate for each period referred to in the Directive and notify it to the Commission.On 30 April 2004, the United Kingdom notified a national allocation plan for the allocation of greenhouse gas emission allowances (hereinafter ‘NAP') to the Commission, expressly stating it was provisional. On 7 July 2004, the Commission adopted Decision C(2004) 2515/4 final concerning the national allocation plan for the allocation of greenhouse gas emission allowances notified by the United Kingdom. Subsequently, the United Kingdom notified the Commission that it wished to amend its NAP. The United Kingdom proposed, in particular, to increase the total quantity of allowances to 756.1 million tonnes of carbon dioxide. However, the Commission indicated that it considered that the proposed amendments were inadmissible. The United Kingdom applied to the Court of First Instance requesting the infringement of the Directive and of the Decision of 7 July 2004. It stated that the NAP in question was expressly provisional and that this had been acknowledged by the Commission. The Commission contested that it had been of the view that the NAP, including the figures relating to the total quantity of allowances, had been complete. The Commission added that any amendment exceeding the total quantity of allowances was expressly excluded as Commission decisions on NAPs had to provide certainty, both for the coherence of the emissions trading system overall and in order for the allowance market to function properly, as market price building depended strongly on the utmost stability of the total quantity of allowances. Otherwise, the risk of having a series of consultations and new Commission decisions would arise. The market for allowances, being reliant on the stability of the total quantity of allowances, would be undermined and unable to function properly with such a degree of uncertainty. The court noted that in the contested decision, the Commission rejected as inadmissible the amendments of the NAP proposed by the United Kingdom because they would have resulted in the total quantity of allocated quotas exceeding the quantity authorized by the Commission in its Decision of 7 July 2004. Therefore, the Commission did not consider itself obliged to carry out any examination of the proposed amendments on their merits. In order to decide whether the Commission was entitled to reject those amendments as inadmissible, the court examined the roles and powers allocated to the Commission and the Member States respectively under the Directive, particularly those in Articles 9, 10 and 11. It concluded that the amendments of the NAP were not limited in the way expressed by the Commission. This followed necessarily from the fact that the Member State was obliged, in accordance with Article 11(1) of and paragraph 9 of Annex III to the Directive, to take account of comments received from the public after the initial notification of the NAP and before the adoption of the definitive decision under Article 11(1) of the Directive. If amendments to the NAPs, made after the expiry of the three-month period mentioned in Article 9(3) of the Directive or after a decision of the Commission, were limited in the way described by the Commission, then that public consultation would be deprived of its effectiveness and the comments of the public would be rendered purely academic. It also had to be pointed out that the purpose of the Directive was to establish an efficient European market in greenhouse gas emission allowances, with the least possible diminution of economic development and employment. Therefore, even though the Directive aimed to reduce greenhouse gas emissions in accordance with the commitments under the Kyoto Protocol, that aim had to be achieved, in so far as possible, while respecting the needs of the European economy. It followed that the NAPs developed under the Directive had to take due account of accurate data relating to emission forecasts for the installations covered by the Directive. If a NAP was based in part on incorrect information relating to the level of emissions in certain sectors, the Member State in question would have to be entitled to propose amendments to the NAP, including increases to the total quantity of allowances to be allocated, in order to address those problems before the market began functioning. The Court therefore considered that it followed both from the wording of the Directive, and from the general structure and objectives of the system which it establishes, that the Commission could not restrict a Member State's right to propose amendments. The Commission also maintained that any amendment increasing the total quantity of allowances had to be excluded because it could have an adverse effect on the stability of the market. The Court considered that this argument has not been substantiated by the Commission. The argument of the Commission that the proposed amendments would have serious repercussions on scarcity and would therefore be likely to have a significant impact on the market price was exaggerated. The United Kingdom proposed to increase the total quantity of allowances from 736 to 756.1 Mt CO2, which was an increase of 2.7%. In light of the fact that this amendment had simultaneously been published by the United Kingdom with a view to obtaining comments of the public, the operators concerned would have been aware of that increase seven weeks before the opening of the market. The argument of the Commission, based on the idea that the stability of the market amounted to an imperative rule, was exaggerated, especially with regard to amendments proposed before the opening of the market and thus it could not be accepted. The court held that the Commission made an error of law in rejecting the amendments proposed by the United Kingdom as inadmissible. Therefore, the single plea raised by the United Kingdom was declared to be well founded and the contested decision was annulled.</div>","","Mitigation","","<div>Challenge to amendment of EU law.</div>","Published",""
"7267","Société Arcelor Atlantique et Lorraine & Others v. Parliament & Council (Environment & consumers)","Case","EUR","European Union","European Union","[2010] Case T-16/04","<div>This case concerns an application for partial annulment of Directive 2003/87/EC of the European Parliament and of the Council of 13 October 2003 establishing a scheme for greenhouse gas emission allowance trading within the Community and amending Council Directive 96/61/EC, on the one hand, and application for compensation for the damage suffered by the applicant following the adoption of that directive, on the other. Following the entry into force of the Treaty of Lisbon on 1 December 2009, the Court decided to reopen the oral procedure and called on the parties to set out their views on the possible consequences to be drawn from that fact and, in particular, from the entry into force of the fourth paragraph of Article 263 TFEU in the context of the present proceedings.&nbsp;<br><br>In the context of an action for damages seeking compensation for the damage allegedly suffered by the applicant in consequence of the adoption of that directive, the Court held that the Community legislature enjoys broad discretion when exercising its powers in the field of environmental issues under Article 174 EC and Article 175 EC. The exercise of that discretionary power implies the need for the Community legislature to anticipate and evaluate ecological, scientific, technical and economic changes of a complex and uncertain nature and the weighing up and arbitration by that legislature of the various objectives, principles and interests set out in Article 174 EC. That is reflected in Directive 2003/87/EC in the establishment of a series of objectives and sub-objectives which are in part contradictory. When the Community legislature is called on to restructure or establish a complex scheme, such as the allowance trading scheme, it is entitled to have recourse to a step-by-step approach and to carry out only a progressive harmonisation of the national legislation at issue.&nbsp;<br><br>The Court stressed that, by virtue of the principle of subsidiarity, European Union legislation in the sphere of environmental protection does not seek to effect complete harmonisation, the Member States being free to adopt more stringent protective measures, subject only to the conditions that those be compatible with the EC Treaty and be notified to the Commission. The mere fact that the Community legislature left open a particular question falling within the scope of Directive 2003/87/EC and of a fundamental freedom does not in itself justify that omission's being classified as contrary to the rules of the Treaty. In addition, the implementation of Directive 2003/87/EC being subject to review by the national courts, it is incumbent upon those courts, if they should encounter difficulties relating to the interpretation or validity of that directive, to refer a question to the Court of Justice for a preliminary ruling. Last, the applicant claimed that Directive 2003/87/EC infringes the principle of legal certainty, because there is no provision governing the extent of the financial consequences which may result from both a possible insufficiency of allowances allocated to an installation and the price of those allowances, that price being determined exclusively by the market forces which came into being following the establishment of the allowance trading scheme.&nbsp;<br><br>The Court found that regulation of the prices of allowances might thwart the main objective of Directive 2003/87/EC, which is to reduce greenhouse gas emissions through an efficient allowance trading scheme in which the cost of emissions and investments made to reduce such emissions is essentially determined by market forces. In the event of an insufficiency of allowances, the incentive for operators to reduce, or not to reduce, their greenhouse gas emissions will depend on a complex economic decision taken in the light of the price of emission allowances available on the exchange market and of the costs of possible measures to reduce emissions which may aim either to reduce production or to invest in more efficient methods of production in terms of energy output.<br><br>In such a scheme, the increase in the cost of emissions cannot be regulated in advance by the legislature without reducing, or even completely removing, the economic incentives which constitute its very basis and thereby adversely affecting the effectiveness of the allowance trading scheme. The fact that it is not possible to predict how the exchange market will develop constitutes an element inherent in and inseparable from the economic mechanism characterising the allowance trading scheme subject to the classic rules of supply and demand and cannot be contrary to the principle of legal certainty.</div>","Industry","Mitigation","Carbon Pricing, Cap And Trade","<div>Application for partial annulment of law</div>","Published",""
"7264","Printz v. Glenelg SC.","Case","AUS","Australia","Australia","[2010] VCAT 1975","<div>This matter concerns an application to review the failure by Glenelg Shire Council (?the Council') to grant a permit within the prescribed time for the construction of a dwelling. The Tribunal has received a number of statements of grounds from residents and others expressing concern about the visual impact of the dwelling; the impact upon native vegetation; the impact of the accessway upon the Surry River floodway; the threat to bird and small mammal species and Aboriginal middens; and the appropriateness of the dwelling having regard to climate change, the Victorian Coastal Strategy (VCS) and Glenelg's Strategic Futures Plan (SFP). As part of its decision VCAT considered Clause 13.01-1 of the State Planning Policy, which requires authorities to manage and plan for the possible coastal impacts of climate change [at 70] including the possibility of a 'sea level rise of not less than 0.8 metres by 2100'. This requirement was interpreted by VCAT to mean that authorities may consider sea level rises that are greater than 0.8 metres. Whether such a consideration ?is appropriate will depend upon the circumstances of the particular site, the nature of the proposal and the scientific information available at the time. Clause 13.01-1 also calls for an application of ?the precautionary principle to planning and management decision-making when considering the risks associated with climate change.' In this case, despite accepting that the risk of coastal impacts at the site was low, the Tribunal held that the primary dune system and the estuary remained vulnerable to the affects of climate change. The Tribunal further stated that the Victorian Coastal Strategy cautioned against development that would compromise future ability to adapt to the impacts of climate change and respond to emerging climate science The Tribunal also took into account the following points in rejecting the issue of a permit: the location of the proposed site was undesirable, being on the slope of a primary sand dune; the dwelling did not maintain or enhance the coastal landscape character of the area; the site's capacity for on-site containment of domestic wastewater was not satisfactorily demonstrated; the site access required would significantly disturb a wetland; the dwelling wouldn't blend into the surrounding landscape and would occupy an effective buffer space that protected the town.</div>","","Adaptation","","<div>Application to review the failure of the Glenelg Shire Council to grant a permit.</div>","Published",""
"7251","Greenpeace Norway v. Government of Norway","Case","NOR","Norway","Norway","[no citation available]","<div>Two environmental NGOs sought a declaratory judgment from the Oslo District Court that Norway’s Ministry of Petroleum and Energy violated the Norwegian constitution by issuing a block of oil and gas licenses for deep-sea extraction from sites in the Barents Sea. Their petition highlighted several key factual points:&nbsp;<br><br></div><div>-- the licenses would allow access to as-yet undeveloped fossil fuel deposits, and such development is inconsistent with the climate change mitigation required to avert global warming of 1.5°C and possibly even 2°C in excess of pre-industrial levels;<br>-- the area made accessible by the licenses would be the northernmost yet developed, and would abut the ice zone—thus rigs and tankers would be exposed to unprecedented risks of damage and spills, and their operation would deliver emissions of black carbon to the highly sensitive arctic; and<br>-- the Norwegian government will incur costs to develop the sites, and will only recoup those costs if the oil and gas they produce commands and adequately high market price.&nbsp;<br><br></div><div>It situated these points in a legal context shaped most fundamentally by article 112 of the Norwegian Constitution, which establishes a “right to an environment that is conducive to health and to a natural environment whose productivity and diversity are maintained.” Other constitutional provisions cited in the petition as relevant to the licensing decision included those requiring government action to be consistent with: the precautionary principle; the no harm principle as it applies both domestically and to citizens of other countries; and human rights protections.&nbsp;<br><br></div><div>The Oslo District Court ruled in favor of the Norwegian Government on January 4, 2018. The court recognized that Article 112 of the Constitution is a rights provision, but found that the government did not violate any relevant rights because it had fulfilled the necessary duties before making the licensing decision. The court also declared that, “[e]missions of CO2 abroad from oil and gas exported from Norway are irrelevant when assessing whether the Decision entails a violation of Article 112.” In its assessment of whether the government had fulfilled its duties in regard to traditional environmental harm or other climate effects, the court noted that the Storting, (the Norwegian Parliament), had broadly agreed to open the southeast Barents Sea to licensing and had considered proposals to halt that licensing or review whether it was inappropriate in light of the goals of the Paris Agreement on climate change. According to the court’s decision, the involvement of the Storting could be found in itself sufficient to indicate that the duty to take measures had been fulfilled.&nbsp;<br><br></div><div>Greenpeace Nordic and Nature and Youth appealed the decision to the Bogarting Court of Appeal. Appellants allege that “[t]he District Court erred in interpreting Article 112 in such a way that it limits the duty of the Norwegian government to guarantee the right to a healthy environment.” They argue that the court interpreted Article 112 too restrictively in reaching the determination that Norway is only responsible for the greenhouse gas emissions released within Norwegian territory.<br><br></div><div>On January 22, 2020, the Borgarting Court of Appeal affirmed the District Court's decision ruling that the oil and gas licenses are valid. According to a press release issued by the Court, it parted company with the District Court in holding that article 112 of the Norwegian Constitution applies to the environmental damages alleged, including emissions of greenhouse gases from the combustion of oil and gas after export, and that emissions resulting from the relevant decision cannot be considered in isolation. However, the Court of Appeal held that the threshold for a violation of article 112 is high, and courts should exercise restraint in reviewing decisions by the political branches. The Court held that the appellants could not show a violation of article 112 in this instance, particularly because it is uncertain whether and to what extent to the licenses will lead to increased greenhouse gas emissions.</div>","Energy","Mitigation","Oil, Gas","<div>Challenge approval of permit for oil and gas development</div>","Published",""
"7227","Australian Conservation Foundation Inc. v. Minister for the Environment","Case","AUS","Australia","Australia","[2016] FCA 1042","<div>The Australian Conservation Foundation (ACF) challenged the Minister's decision to approve the opening of the Carmichael Coal Mine. The project by Adani Mining Pty Ltd involves the construction of a new open-cut and underground coal mine in central Queensland and a rail link and associated infrastructure to transport coal between the mine and coal export terminals. The green group argued that the Minister didn't comply with certain clauses from the Environmental Protection and Biodiversity Conservation Act (EPBC) of 1999. The ACF's main concern was with the dismissal of the impact that greenhouse gas emissions related to the mining operations would have on the Great Barrier Reef. These clauses included ss 82 and 527E, ss 1367(2)(a) and 391 with regard to the precautionary principle, and s137 regarding inconsistency with the World Heritage Convention. The Lower Court initially rejected the ACF's application. The Federal Court then dismissed the appeal on the basis that neither the lower court nor the Minister had fallen into legal error.&nbsp;</div>","Energy;Transportation","Mitigation","Biodiversity, Coal Mining, Great Barrier Reef","<div>Challenge to approved coal mining project</div>","Published",""
"7132","Industrie de bois de Vielsalm & Cie v. Region Wallone, European Court of Justice  C-195/12","Case","EUR","European Union","European Union","[2013] Case C-195/12","European Union adopted Directive 2004/8/EC to promote high-efficiency cogeneration and reduce greenhouse gas emissions. Under the Directive, Member States are to adopt certain support mechanisms to encourage cogeneration. In implementing the Directive, Walloon decided to exclude biomass from wood, because of the potentially negative environmental consequences. Industrie de bois de Vielsalm (IBV), which operates a cogeneration plant from sawmill waste, applied to the Walloon Government for green certificates under the support mechanism and was rejected. IBV challenged the refusal arguing that the exclusion of biomass from wood (1) was inconsistent with the Directive and (2) violated the EU Charter of Fundamental Rights. The Constitutional Court of Belgium referred these issues to the EU Court of Justice. The Court of Justice found Walloon's interpretation of biomass was permissible under the Directive given its purpose. Furthermore, the Court found that while Member States were subject to the equal treatment and non-discrimination clauses of EU's Charter of Fundamental Rights in implementing the cogeneration support mechanism, the Walloon Government did not defy those clauses when it excluded wood and wood waste from its biomass support scheme.","","Mitigation","","Adequacy of Swiss government's climate change mitigation targets and implementation measures","Published",""
"7131","Société Arcelor Atlantique et Lorraine v. Premier Minister (European Court of Justice, Grand Chamber, 2008)","Case","EUR","European Union","European Union","[2008] Case C-127/07","<div>The European Court of Justice upheld provisions of Directive 2003/87 implemented by French legislation, which applied the greenhouse gas trading scheme to installations in the steel sector. Arcelor, a worldwide steel enterprise, challenged the directive under the principle of equality. Arcelor argued that non-ferrous metals and plastics are both industries emitting greenhouse gases, yet they are not regulated by the Directive. The Court found the differences in treatment between the steel industry and the chemical and non-ferrous metal industries to be justified based on substantial differences among the industries, such as the number of installations and the levels of direct emissions.</div>","","Mitigation","","<div>Challenge to the directive under the principle of equality</div>","Published","1217"
"7130","ŠKO-ENERGO, s.r.o. v. Czech Appellate Financial Directorate (European Court of Justice, 2015)","Case","EUR","European Union","European Union","[2015] Case C-43/14","<div>ŠKO-ENERGO, s.r.o. acquired free greenhouse gas (“GHG”) emission allowances pursuant to Article 10 of Directive 2003/87 (“Article 10”), which provided that EU Member states must allocate at least 90% of allowances free of charge from 2008 through 2012. The Czech Republic Tax Office levied a 32% gift tax on the allowances pursuant to Czech Law No. 357/1992, which had been amended in 2010 to impose gift taxes on free GHG emissions allowances. A court of appeal in the Czech Republic requested a preliminary ruling from the European Court of Justice on the question of whether Article 10 precludes application of the Czech gift tax to emissions allowances obtained free of charge. The Court concluded that the gift tax was inconsistent with Article 10, because it undermined the directive’s objective to temporarily reduce the economic impact of the EU GHG emission allowances market. The Court directed to the referring court the question of whether the gift tax “respect[s] the 10% ceiling on the allocation of emissions allowances.”</div>","","Mitigation","","<div>Challenged imposition of a gift tax to GHG emissions allowances granted free of charge under EU law</div>","Published","1217"
"7129","Republic of Poland v. European Commission (European Court of Justice, March 7, 2013)","Case","EUR","European Union","European Union","[2013] Case T-370/11","<div>Challenge brought by Poland against Directive 2003/87/EC establishing a scheme for greenhouse gas emission allowance trading within the Community. In support of the action, the Republic of Poland raised four pleas. The first alleged an infringement of the TFEU on the ground that the Commission did not take into account the specificity of each Member State in respect of fuel. The second plea concerned an alleged breach of the principle of equal treatment on the ground that the Commission did not take into account the difference in situation between the regions of the European Union. The third plea alleged a breach of the principle of proportionality. The fourth plea alleged that the Commission was not competent to adopt the contested decision. The General Court rejected all four grounds and the action was therefore dismissed. In particular, the General Court held that ""the determination by the Commission of the heat and fuel benchmarks by using the reference performance of natural gas may be regarded as objectively justified"" (para. 58).</div>","","Mitigation","","<div>Challenge against scheme for greenhouse gas emission allowance trading within the Community</div>","Published","1217"
"7128","Republic of Poland v. Commission of the European Communities (Court of First Instance, Second Chamber, 2009)","Case","EUR","European Union","European Union","[2009] Case T-183/07","<div>In 2006, the Republic of Poland notified the Commission of its NAP for the period from 2008 to 2012. In 2007, the Commission held that its NAP was incompatible with the criteria set forth in Directive 2003/87 and decided that the total annual quantities of emission allowances should be reduced to 26.7% less than that proposed. Poland appealed the Commission's decision. As a preliminary issue, the Court held that each member state is to decide, on the basis of its NAP, on the total quantity of allowances it will allocate for a period in question, and the Commission's power to review these NAPs is very restricted. In the present case, the Commission's rejection of Poland's plan based on doubts as to the reliability of the data used exceeded the commission's authority and violated the principle of equal treatment.</div>","","Mitigation","","<div>Challenge to Commission's decision, which held that Poland's NAP was inconsistent with Directive 2003/87</div>","Published","1217"
"7127","Republic of Estonia v. Commission of the European Communities (Court of First Instance, Seventh Chamber, 2009)","Case","EUR","European Union","European Union","[2009] Case T-263/07","<div>In 2006, the Republic of Estonia notified the Commission of its NAP for the period from 2008 to 2012. In 2007, the Commission held that its NAP was incompatible with the criteria set forth in Directive 2003/87 and decided that the total annual quantities of emission allowances should be reduced to 47.8% less than that proposed. Estonia appealed the Commission's decision. As a preliminary issue, the Court held that each member state is to decide, on the basis of its NAP, on the total quantity of allowances it will allocate for a period in question, and the Commission's power to review these NAPs is very restricted. The Court held that the Commission did not properly examine the NAP and infringed on the principle of sound administration.</div>","","Mitigation","","<div>Challenge to Commission's decision, which held that Estonia's NAP was inconsistent with Directive 2003/87</div>","Published","1217"
